title,series,authors,isbn,genres,description,pages,year,language,cover_image,total_number_ratings,average_rating,book_url
Lucky,,['Alice Sebold'],9780330418362,"['Nonfiction', 'Autobiography', 'Memoir', 'Biography', 'Crime', 'True Crime', 'Biography Memoir', 'Adult', 'Mystery', 'Contemporary', 'Feminism']","In a memoir hailed for its searing candor and wit, Alice Sebold reveals how her life was utterly transformed when, as an eighteen-year-old college freshman, she was brutally raped and beaten in a park near campus. What propels this chronicle of her recovery is Sebold's indomitable spirit - as she struggles for understanding (""After telling the hard facts to anyone, from lover to friend, I have changed in their eyes""); as her dazed family and friends sometimes bungle their efforts to provide comfort and support; and as, ultimately, she triumphs, managing through grit and coincidence to help secure her attacker's arrest and conviction. In a narrative by turns disturbing, thrilling, and inspiring, Alice Sebold illuminates the experience of trauma victims even as she imparts wisdom profoundly hard-won: ""You save yourself or you remain unsaved.""",243,1999,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1631155279l/82970._SY475_.jpg,"100,616",3.77,https://www.goodreads.com/book/show/23164983-hollow-city
Red Rising,Red Rising Saga #1,['Pierce Brown'],9780345539786,"['Science Fiction', 'Fantasy', 'Young Adult', 'Fiction', 'Dystopia', 'Audiobook', 'Adult', 'Science Fiction Fantasy', 'Adventure', 'Space']","""I live for the dream that my children will be born free,"" she says. ""That they will be what they like. That they will own the land their father gave them.""""I live for you,"" I say sadly.Eo kisses my cheek. ""Then you must live for more.""Darrow is a Red, a member of the lowest caste in the color-coded society of the future. Like his fellow Reds, he works all day, believing that he and his people are making the surface of Mars livable for future generations.Yet he spends his life willingly, knowing that his blood and sweat will one day result in a better world for his children.But Darrow and his kind have been betrayed. Soon he discovers that humanity already reached the surface generations ago. Vast cities and sprawling parks spread across the planet. Darrow—and Reds like him—are nothing more than slaves to a decadent ruling class.Inspired by a longing for justice, and driven by the memory of lost love, Darrow sacrifices everything to infiltrate the legendary Institute, a proving ground for the dominant Gold caste, where the next generation of humanity's overlords struggle for power. He will be forced to compete for his life and the very future of civilization against the best and most brutal of Society's ruling class. There, he will stop at nothing to bring down his enemies... even if it means he has to become one of them to do so.",382,2014,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1461354651l/15839976.jpg,"292,169",4.23,https://www.goodreads.com/book/show/23164983-hollow-city
Dark Rooms,,['Lili Anolik'],9780062345868,"['Mystery', 'Fiction', 'Thriller', 'Suspense', 'Mystery Thriller', 'Drama', 'Adult', 'Psychological Thriller', 'Adult Fiction', 'Dark']","The Secret HistorymeetsSharp Objectsin this stunning debut about murder and glamour set in the ambiguous and claustrophobic world of an exclusive New England prep school.Death sets the plot in motion: the murder of Nica Baker, beautiful, wild, enigmatic, and only sixteen. The crime is solved, and quickly—a lonely classmate, unrequited love, a suicide note confession—but memory and instinct won’t allow Nica’s older sister, Grace, to accept the case as closed.Dropping out of college and living at home, working at the moneyed and progressive private high school in Hartford, Connecticut, from which she recently graduated, Grace becomes increasingly obsessed with identifying and punishing the real killer.Compulsively readable, Lili Anolik’s debut novel combines the verbal dexterity of Marisha Pessl’sSpecial Topic in Calamity Physicsand the haunting atmospherics and hairpin plot twists of Megan Abbott’sDare Me.",336,2015,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1411574031l/22535506.jpg,"4,276",3.11,https://www.goodreads.com/book/show/23164983-hollow-city
A Taste of Peace,,['J.J. Sorel'],,"['Novels', 'Drama', 'Contemporary', 'Fiction', 'Business', 'Amazon']","When reformed bad boy Lachlan Peace starts running his dying father’s billion-dollar empire, he inherits shady investment schemes that threaten to tarnish his reputation and destroy the Peace empire.Lachlan Peace’s true passion in life is music and surfing. He also can’t take his eyes off his new admin assistant, Miranda Flowers.Miranda can’t believe her luck she’s finally landed a well-paying job working for Peace at his sprawling Malibu estate. Dazzled by the opulence of her new workplace, which boasts a private beach amongst other fine trappings, Miranda thinks she’s won a celestial lottery.One of her more pleasant tasks, missing from the job description, involves accompanying her handsome boss to lavish balls as his pretend date.Miranda soon discovers that her unfriendly and very demanding manager has her sights on Lachlan Peace, with whom the CFO shares a complicated history. When this scheming manager notices that Miranda has caught the eye of the man that she’s determined to marry she hatches a plan to force his hand.Although the obstacles come thick and fast, there’s only one thing Lachlan Peace is certain about: he’s crazy about Miranda.But can Miranda compete with her sly and crafty manager, who has something over Lachlan? And will Miranda and Lachlan’s off-the-charts chemistry survive the SEC, the mob, and the sharp claws of a dangerously ambitious woman?",0,2021,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1611629576l/56825276.jpg,536,4.32,https://www.goodreads.com/book/show/23164983-hollow-city
Year of Wonders,,['Geraldine Brooks'],9780142001431,"['Historical', 'Historical Fiction', 'Fiction', 'European Literature', 'British Literature', 'Book Club', 'Adult Fiction', 'Adult', 'Audiobook', 'Novels', 'Literature']","When an infected bolt of cloth carries plague from London to an isolated village, a housemaid named Anna Frith emerges as an unlikely heroine and healer. Through Anna's eyes we follow the story of the fateful year of 1666, as she and her fellow villagers confront the spread of disease and superstition. As death reaches into every household and villagers turn from prayers to murderous witch-hunting, Anna must find the strength to confront the disintegration of her community and the lure of illicit love. As she struggles to survive and grow, a year of catastrophe becomes instead annus mirabilis, a ""year of wonders.""Inspired by the true story of Eyam, a village in the rugged hill country of England,Year of Wondersis a richly detailed evocation of a singular moment in history.",304,2001,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327936622l/4965.jpg,"153,522",3.98,https://www.goodreads.com/book/show/23164983-hollow-city
Her Final Breath,Tracy Crosswhite #2,['Robert Dugoni'],1503945022,"['Mystery', 'Fiction', 'Thriller', 'Crime', 'Mystery Thriller', 'Suspense', 'Audiobook', 'Contemporary', 'Adult', 'Detective']","Homicide detective Tracy Crosswhite has returned to the police force after the sensational retrial of her sister’s killer. Still scarred from that ordeal, Tracy is pulled into an investigation that threatens to end her career, if not her life.A serial killer known as the Cowboy is killing young women in cheap motels in North Seattle. Even after a stalker leaves a menacing message for Crosswhite, suggesting the killer or a copycat could be targeting her personally, she is charged with bringing the murderer to justice. With clues scarce and more victims dying, Tracy realizes the key to solving the murders may lie in a decade-old homicide investigation that others, including her captain, Johnny Nolasco, would prefer to keep buried. With the Cowboy on the hunt, can Tracy find the evidence to stop him, or will she become his next victim?",426,2015,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1430746517l/24937499.jpg,"57,054",4.27,https://www.goodreads.com/book/show/23164983-hollow-city
Dead Babies,,['Martin Amis'],9780679734499,"['Fiction', 'Thriller', 'Mystery', 'Contemporary', 'Drama', 'Suspense', 'Novels', 'Dark', 'Adult', 'European Literature', 'British Literature']","If the Marquis de Sade were to crash one of P.G. Wodehouse's house parties, the chaos might resemble the nightmarishly funny goings-on in this novel by the author ofLondon Fields. The residents of Appleseed Rectory have primed themselves both for a visit from a triad of Americans and a weekend of copious drug taking and sexual gymnastics. There's even a heifer to be slugged and a pair of doddering tenants to be ingeniously harassed. But none of these variously bright and dull young things has counted on the intrusion of ""dead babies"" — dreary spasms of reality. Or on the uninvited presence of a mysterious prankster named Johnny, whose sinister idea of fun makestheirslook like a game of backgammon.",206,1975,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1352822880l/18833.jpg,"6,978",3.33,https://www.goodreads.com/book/show/23164983-hollow-city
The Human Obsession,Manufactured Identity #3,['Heath Sommer'],9781616637606,"['Mystery', 'Psychology', 'Fiction', 'Crime']","A year before retirement, Chief of Police Frank Murphy wants nothing more than to spend his golden years on HGTV marathons and endless tee-off times. What he gets is a string of abductions that makes Ted Bundy look like an amateur. The Human Obsession is the sequel to Heath Sommer's 2009 breakout psychological thriller The Manufactured Identity, where Murphy and hapless lovers Addy and John Joe scramble against inhuman odds and unpredictable twists to solve the riddles of murder, obsession, and human weakness. Focusing on the trial of Cameron Bo, alleged murderer and loony from Sommer's The Grand Delusion, The Human Obsession takes readers even deeper into the minds of Sommers' belovedand twistedcharacters. In the end, no one could have seen why those meant to protect and serve may be in the greatest danger of all.",314,2010,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348711887l/9849568.jpg,183,4.13,https://www.goodreads.com/book/show/23164983-hollow-city
Delirium,Delirium #1,['Lauren Oliver'],9780061726835,"['Young Adult', 'Science Fiction', 'Dystopia', 'Romance', 'Fantasy', 'Fiction', 'Teen', 'Audiobook', 'Apocalyptic', 'Post Apocalyptic', 'Love']","There is an alternate cover edition for this ISBN13here.In an alternate United States, love has been declared a dangerous disease, and the government forces everyone who reaches eighteen to have a procedure called the Cure. Living with her aunt, uncle, and cousins in Portland, Maine, Lena Haloway is very much looking forward to being cured and living a safe, predictable life. She watched love destroy her mother and isn't about to make the same mistake.But with ninety-five days left until her treatment, Lena meets enigmatic Alex, a boy from the ""Wilds"" who lives under the government's radar. What will happen if they do the unthinkable and fall in love?",441,2011,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327890411l/11614718.jpg,"447,191",3.96,https://www.goodreads.com/book/show/23164983-hollow-city
The Symposium,,"['Plato', 'Christopher Gill']",9780140449273,"['Philosophy', 'Classics', 'Nonfiction', 'Academic', 'School', 'History', 'Literature', 'Ancient', 'Ancient History', 'Cultural', 'Greece', 'College']","A fascinating discussion on sex, gender, and human instincts, as relevant today as ever.In the course of a lively drinking party, a group of Athenian intellectuals exchange views on eros, or desire. From their conversation emerges a series of subtle reflections on gender roles, sex in society and the sublimation of basic human instincts. The discussion culminates in a radical challenge to conventional views by Plato's mentor, Socrates, who advocates transcendence through spiritual love. The Symposium is a deft interweaving of different viewpoints and ideas about the nature of love--as a response to beauty, a cosmic force, a motive for social action and as a means of ethical education.For more than seventy years, Penguin has been the leading publisher of classic literature in the English-speaking world. With more than 1,700 titles, Penguin Classics represents a global bookshelf of the best works throughout history and across genres and disciplines. Readers trust the series to provide authoritative texts enhanced by introductions and notes by distinguished scholars and contemporary authors, as well as up-to-date translations by award-winning translators.",90,None,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1613319225l/81779._SY475_.jpg,"49,028",4.07,https://www.goodreads.com/book/show/23164983-hollow-city
