title,series,authors,isbn,genres,description,pages,year,language,cover_image,total_number_ratings,average_rating,book_url
Bones of the Hills,Conqueror #3,['Conn Iggulden'],9780007201785,"['Historical', 'Historical Fiction', 'Fiction', 'War', 'Cultural', 'Asia', 'Adventure', 'Fantasy', 'Novels', 'Military Fiction', 'Audiobook']","Genghis Khan, risen from outcast to ruler has united battling tribes, but faces troubles. Emissaries are tortured and killed. Trade route efforts are violently rebuffed. The Mongolian army is stretched to the furthest corners of Khan's realm, and destruction looms.",518,2008,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1540580457l/3276637._SY475_.jpg,"18,062",4.36,https://www.goodreads.com/book/show/7816264-the-lost-dogs
Cane,,['Jean Toomer'],9780871401519,"['Fiction', 'Poetry', 'Classics', 'Short Stories', 'Cultural', 'African American', 'Race', 'Literature', 'Academic', 'School', 'American', '20th Century']","A literary masterpiece of the Harlem Renaissance,Caneis a powerful work of innovative fiction evoking black life in the South. The sketches, poems, and stories of black rural and urban life that make upCaneare rich in imagery. Visions of smoke, sugarcane, dusk, and flame permeate the Southern landscape: the Northern world is pictured as a harsher reality of asphalt streets. Impressionistic, sometimes surrealistic, the pieces are redolent of nature and Africa, with sensuous appeals to eye and ear.",144,1923,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347569696l/765172.jpg,"9,128",3.86,https://www.goodreads.com/book/show/7816264-the-lost-dogs
If Only They Could Talk,All Creatures Great and Small #1,['James Herriot'],9780330237833,"['Nonfiction', 'Biography', 'Animals', 'Humor', 'Autobiography', 'Memoir', 'Classics', 'Comedy', 'European Literature', 'British Literature', 'Short Stories']","Librarian Note: An alternative cover for this ISBN can be foundhereWhen the newly qualified vet, James Herriot, arrives in the small Yorkshire village of Darrowby, he has no idea of the new friends he will meet or adventures that lie ahead. From the author whose books inspired the BBC series ""All Creatures Great and Small"", this first volume of unforgettable memoirs chronicles James Herriot's first years as a country vet, with the signature storytelling magic that has made him a favourite the world over. Here is a book for all those who find laughter and joy in animals, and who know and understand the magic of wild places and beautiful countryside.",206,1970,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1504762607l/1038979._SY475_.jpg,"6,190",4.31,https://www.goodreads.com/book/show/7816264-the-lost-dogs
The Naked Sun,Robot #2,"['Isaac Asimov', 'Chris     Moore']",0553293397,"['Science Fiction', 'Fiction', 'Mystery', 'Robots', 'Classics', 'Science Fiction Fantasy', 'Crime', 'Novels', 'Detective', 'Fantasy']","Segunda entrega de la serie que Isaac Asimov ha dedicado al detective Baley, y a su colaborador el robot humanoide Daneel Olivaw, uno de los cruces más memorables de la ciencia ficción con la novela policiaca.En contraposición a la sociedad terrestre, en la que se han prohibido los robots humanoides, los Mundos Exteriores han basado su economía en el trabajo de los robots. En estas antiguas colonias, con la riqueza producida por los recursos de mundos escasamente poblados, se ha desarrollado una tecnología mucho más avanzada que la terrestre y unas pautas de conducta diametralmente opuestas a las del mundo madre: los individuos rarmente soportan la presencia física de su congéneres.Baley es convocado de nuevo para resolver un caso para el que no parece haber culpable posible. En el lejano planeta Solaria se acaba de cometer, por primera vez en doscientos años, un asesinato. . . y todo parece apuntar a que ha sido cometido por un robot.",208,1958,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1335782263l/30016.jpg,"50,175",4.16,https://www.goodreads.com/book/show/7816264-the-lost-dogs
Malevil,,['Robert Merle'],9782070374441,"['Science Fiction', 'Fiction', 'Apocalyptic', 'Post Apocalyptic', 'Dystopia', 'Cultural', 'France', 'Novels', 'European Literature', 'French Literature', 'Literature', 'Speculative Fiction']","À la suite d'une explosion, sans doute nucléaire, qui a selon toute vraisemblance ravagé la Terre entière, Emmanuel Comte et ses six compagnons font du château de Malevil, dont la profonde cave leur a permis de survivre, la base de départ de leurs efforts de reconstruction de la civilisation, qui passera également par l'affrontement avec d'autres groupes de survivants, que ce soient des bandes errantes ou des groupes structurés nomades ou sédentaires.La qualification de science-fiction peut être considérée comme exagérée, concernant ce roman, puisque seule la situation de départ (la destruction de la civilisation humaine par une explosion d'origine inconnue) rejoint le thème post-apocalyptique, alors très populaire en science-fiction. Tout le reste du roman raconte comment un groupe de survivants miraculés relève le défi de la reconstruction d'une société humaine. De ce point de vue, on peut dire que le roman relève du genre de la robinsonade.De nombreux thèmes sont abordés dans ce roman : la religion, la politique, la place des femmes dans la société, le monde rural, le rôle du chef, certes sous l'angle d'une mini-communauté mais qui renvoient à notre société.",635,1972,French,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1433079629l/1768257._SY475_.jpg,"4,044",4.24,https://www.goodreads.com/book/show/7816264-the-lost-dogs
"Speak, Memory",,['Vladimir Nabokov'],0679723390,"['Nonfiction', 'Autobiography', 'Memoir', 'Biography', 'Classics', 'Cultural', 'Russia', 'Literature', 'Russian Literature', 'Biography Memoir', '20th Century']","This is an older alternate cover edition for ISBN 0141183225/ 9780141183220. A newer edition may be foundhere.From one of the 20th century's great writers comes one of the finest autobiographies of our time. Speak, Memory, first published in 1951 as Conclusive Evidence and then assiduously revised in 1966, is an elegant and rich evocation of Nabokov’s life and times, even as it offers incisive insights into his major works, including Lolita, Pnin, Despair, The Gift, The Real Life of Sebastian Knight, and The Luhzin Defense.One of the 20th century’s master prose stylists, Vladimir Nabokov was born in St. Petersburg in 1899. He studied French and Russian literature at Trinity College, Cambridge, then lived in Berlin and Paris, where he launched a brilliant literary career. In 1940 he moved to the United States, and achieved renown as a novelist, poet, critic, and translator. He taught literature at Wellesley, Stanford, Cornell, and Harvard. In 1961 he moved to Montreux, Switzerland, where he died in 1977.",255,1951,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1346107008l/30594.jpg,"17,698",3.96,https://www.goodreads.com/book/show/7816264-the-lost-dogs
Call Me Hope,,['Gretchen Olson'],9780316012362,"['Young Adult', 'Realistic Fiction', 'Fiction', 'Sociology', 'Abuse', 'Childrens', 'Middle Grade', 'Contemporary', 'Novels', 'Family', 'Health', 'Mental Health']","As 11-year-old Hope struggles to live under the pressures of her verbally abusive mother, she's tempted to run away but instead chooses resilience. She creates a secret safe haven and an innovative point system (giving herself points for every bad thing her mother says to her); finds comfort and inspiration from Anne Frank, The Diary of a Young Girl; and gains a support team. Ultimately, Hope is able to confront her mother about her hurtful words and help her begin to change.",288,2007,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1179102548l/874915._SX318_.jpg,"1,586",4.24,https://www.goodreads.com/book/show/7816264-the-lost-dogs
Raising the Stones,Arbai #2,['Sheri S. Tepper'],9781857983258,"['Science Fiction', 'Fantasy', 'Fiction', 'Science Fiction Fantasy', 'Speculative Fiction', 'Feminism', 'Religion', 'Novels', 'Gender', 'Literature', '20th Century']","The author of The Gate to Women's Country and Grass weaves a moving story of one man's coming to accept his role in a far future universe, providing a brilliant exploration of relations between the sexes, the value of religion, and mankind's place in the universe.",530,1990,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387719424l/104348.jpg,"2,505",4.06,https://www.goodreads.com/book/show/7816264-the-lost-dogs
Only the Good Spy Young,Gallagher Girls #4,['Ally Carter'],9781423128205,"['Young Adult', 'Mystery', 'Romance', 'Contemporary', 'Spy Thriller', 'Espionage', 'Fiction', 'Adventure', 'Womens Fiction', 'Chick Lit', 'Teen', 'Action']","When Cammie Morgan enrolled at the Gallagher Academy, she knew she was preparing for the dangerous life of a spy. What she didn’t know was that the serious, real-life danger would start during her junior year of high school. But that’s exactly what happened two months ago when Cammie faced off against an ancient terrorist organization dead set on kidnapping her.Now the danger follows her everywhere, and even Cammie “The Chameleon” can’t hide. When a terrifying encounter in London reveals that one of her most-trusted allies is actually a rogue double-agent, Cammie no longer knows if she can trust her classmates, her teachers—or even her own heart.In this fourth installment of the New York Times best-selling series, the Gallagher Girls must hack, spy, steal, and lie their way to the truth.as they go searching for answers, recognizing that the key to Cammie’s future may lie deep in the past.",265,2010,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1441070330l/6950688._SX318_.jpg,"62,608",4.29,https://www.goodreads.com/book/show/7816264-the-lost-dogs
Velvet Elvis: Repainting the Christian Faith,,['Rob Bell'],9780310263456,"['Christian', 'Nonfiction', 'Religion', 'Theology', 'Christianity', 'Spirituality', 'Faith', 'Christian Living', 'Christian Non Fiction', 'Church']","In Velvet Elvis, Rob Bell frees us to consider God beyond the picture someone else painted for us in order to find an authentic understanding of the Christian faith. God doesn't have boundaries, and faith doesn't have to be limited to what someone else has told us. God is alive. Faith is alive. Velvet Elvis helps us find our faith. And even if it doesn't, it encourages us to keep looking. Faith doesn't end with this book. But it just might begin...",194,2005,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1436926982l/44361._SX318_.jpg,"25,250",3.75,https://www.goodreads.com/book/show/7816264-the-lost-dogs
The Origin,,['Irving Stone'],9780452252844,"['Historical', 'Historical Fiction', 'Fiction', 'Biology', 'Evolution', 'Environment', 'Nature', 'Literature', 'American', 'Adventure', '20th Century', 'Classics', 'Biography Memoir']","Darwin, the discoverer. He did not mean to rock the world. He meant only to know the truth. But before he was done, Charles Darwin would shake the faith of centuries...would be reviled as a fiend, denounced as a madman - and finally hailed as a genius. His life was a storm-swept voyage of discovery-from the moment when as a raw youth he set sail on a five-year journey around the entire globe to his final years and epochal explorations into the ultimate mystery of human origins. Now Charles Darwin is brought to life in a superlative novel that captures not only the man himself but the Victorian age that produced him. These pages reveal the drama and passion of a beset by the prejudices of his era and by guessed-at dangers.",0,1980,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387700017l/158413.jpg,"1,858",4.1,https://www.goodreads.com/book/show/7816264-the-lost-dogs
White: The Great Pursuit,The Circle #3,['Ted Dekker'],9781595540355,"['Fantasy', 'Christian Fiction', 'Fiction', 'Christian', 'Thriller', 'Science Fiction', 'Adult', 'Suspense', 'Young Adult', 'Adventure']",,400,2004,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1380858193l/125955.jpg,"29,965",4.27,https://www.goodreads.com/book/show/7816264-the-lost-dogs
Oldest Living Confederate Widow Tells All,,['Allan Gurganus'],9780375726637,"['Fiction', 'Historical', 'Historical Fiction', 'Military History', 'Civil War', 'War', 'American History', 'American Civil War', 'American', 'Southern', 'Novels', 'Literature', 'North American Hi...']","Allan Gurganus'sOldest Living Confederate Widow Tells Allbecame an instant classic upon its publication. Critics and readers alike fell in love with the voice of ninety-nine-year-old Lucy Marsden, one of the most entertaining and loquacious heoines in American literature.Lucy married at the turn of the last century, when she was fifteen and her husband was fifty. If Colonel William Marsden was a veteran of the ""War for Southern Independence"", Lucy became a ""veteran of the veteran"" with a unique perspective on Southern history and Southern manhood. Her story encompasses everything from the tragic death of a Confederate boy soldier to the feisty narrator's daily battles in the Home--complete with visits from a mohawk-coiffed candy-striper.Oldest Living Confederate Widow Tells Allis proof that brilliant, emotional storytelling remains at the heart of great fiction.From the Trade Paperback edition.",736,1984,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348564571l/95105.jpg,"6,020",3.84,https://www.goodreads.com/book/show/7816264-the-lost-dogs
