title,series,authors,isbn,genres,description,pages,year,language,cover_image,total_number_ratings,average_rating,book_url
,None,None,,[],None,None,1998,,,,,https://www.goodreads.com/book/show/2544.The_Madman
"Alana Candler, Marked for Murder",,['Joanie Bruce'],9781620201305,"['Christian Fiction', 'Mystery', 'Christian', 'Suspense', 'Romance']","Alana Candler is on someone's hit list. But why? A stalker is breathing down her neck at every turn, hiding in the shadows, waiting for her to make a mistake to freeze long enough for him to make his hit. When the stalker kidnaps her from a hotel and leaves her to die, Jaydn Holbrook, CEO and owner of the largest company in Tennessee, saves her life and promises to protect her. Jaydn's high school friendship with Brad, Alana's brother and the City's Police Chief, gives him incentive to protect Alana and shelter her from the growing danger. Alana's trust in God's protection intrigues him and compels him to explore her faith further, but when she mentions her aversion to rich, executive-type bosses, Jaydn keeps his position at his company secret trying not to destroy their fragile bond. As tensions build, Jaydn and Alana are caught up in a dangerous web of hiding from the pursuer trying to kill them and fighting the attraction they feel for each other.",314,2013,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1362865463l/17355442.jpg,58,4.45,https://www.goodreads.com/book/show/2544.The_Madman
Crossing's Redemption,Crossing #4,['Carrie Daws'],9781620202326,[],"Many in Crossing, Oregon, would describe long-time resident Patricia Guire as an eclectic force to be reckoned with, one who speaks her mind. Yet something is changing. She seems to be dropping out of her normal activities, becoming scarce around town and less available to her friends. Amber Yager feels called to check in on Patricia. Yet as she spends time with her and discovers Patricia s hidden past, she is drawn in to a group that brings disquiet to her own soul, ripping open old wounds. Will the love she s found in Crossing be taken from her? Or could both Amber and Patricia finally find peace as God shines light into the darkest places of their hearts?",132,2013,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1382335970l/18684797.jpg,35,4.69,https://www.goodreads.com/book/show/2544.The_Madman
The Threepenny Opera,,"['Bertolt Brecht', 'Kurt Weill', 'John Willett', 'Ralph Manheim']",9781559702522,"['Plays', 'Drama', 'Classics', 'European Literature', 'German Literature', 'Fiction', 'Theatre', 'Literature', '20th Century', 'Cultural', 'Germany', 'Academic', 'School']","The Threepenny Operawas Brecht's first and greatest commercial success, and it remains one of his best-loved and most-performed plays. Based on John Gay's eighteenth-centuryBeggar's Opera,the play is set in Victorian England's Soho but satirizes the bourgeois society of the Weimar Republic through its wry love story of Polly Peachum and ""Mack the Knife"" Macheath. With Kurt Weill's music, which was one of the earliest and most successful attempts to introduce jazz into the theater, it became a popular hit throughout the Western world.Commissioned and authorized by the Brecht estate, Arcade's definitive edition contains the acclaimed translation by Ralph Manheim and John Willett that was first staged at the York Theatre Royal and subsequently at Lincoln Center in New York. Willett and Manheim, the joint editors of Brecht's complete dramatic work in English, also provide Brecht's own notes and discarded songs, as well as extensive editorial commentary on the genesis of his play.",124,1928,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1223648115l/64417.jpg,"13,130",3.87,https://www.goodreads.com/book/show/2544.The_Madman
Roses And Chocolates: A True Love Story in World War II,,['Maria Johnsen'],1500499668,[],"Roses And Chocolates:A True Love Story in World War IIA moving story of love, fearlessness and redemption that will keep readers holding their breath with suspense until the final moving pages!>>> Hans is forced to leave Veronika for Poland to fulfill his Nazi SS Officer duty.Roses and Chocolates follows Hans, a 22 year-old secret service officer in Berlin who meets a beautiful blond 20 year-old woman named Veronika who works at a restaurant as a waitress. It doesn't take long for Veronikas's humor and beauty to win Hans over and make them fall in love. Soon, Hans is forced to leave Veronika for Poland to fulfill his Nazi SS Officer duty.>>> Things grow even more complicated!While he is away, Veronika is discovered helping the Jews. Forced to flee, Veronika and her unborn child go into hiding leaving the love of her life behind.Many years will pass before their lives come in contact again when the son they had crosses paths with the father they were forced to leave behind.Most Helpful Reader Reviews""A really unique story that takes the reader back in the chaotic days of 1940s and the struggle to keep love alive. Highly recommended"" - Jessie W.""This truly emotional story captures the romance of two lovers blossoming whilst in the turmoil of war. Johnsen has written a masterpiece in this incredible coming of age story. I would highly recommend this book!!"" - Rebecca M.About the AuthorMaria Johnsen has a Master of Science degree in Human, Computer Interaction/Computer Sciences from the Norwegian University of Science and Technology. Her professional background and education is diverse and includes skills in areas such as multilingual digital marketing and content writing, software design and development. In addition, she possesses the experience and education in the management of complex Information Systems. Also, she is fully fluent in seven human languages and possess experience in language instruction, tutoring, and translation. She has developed a unique teaching method for fast learning. This method is applied in China and Norway. Maria writes fiction and nonfiction books in her spare time.Scroll up and grab a copy TODAY.Read ""Roses And Chocolates: A True Love Story in World War II "" on your PC, Mac, smart phone, tablet or Kindle device.Tags: Roses And Chocolates",175,2014,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1405473140l/22730775.jpg,24,4.29,https://www.goodreads.com/book/show/2544.The_Madman
King of Thorns,The Broken Empire #2,['Mark  Lawrence'],9781937007478,"['Fantasy', 'Fiction', 'Dark Fantasy', 'Epic Fantasy', 'High Fantasy', 'Apocalyptic', 'Post Apocalyptic', 'Science Fiction', 'Magic', 'Dark', 'Adult']","The second book in the Broken Empire series, Lawrence takes his young anti-hero one step closer to his grand ambition.To reach greatness you must step on bodies, and many brothers lie trodden in my wake. I’ve walked from pawn to player and I’ll win this game of ours, though the cost of it may drown the world in blood…The land burns with the fires of a hundred battles as lords and petty kings fight for the Broken Empire. The long road to avenge the slaughter of his mother and brother has shown Prince Honorous Jorg Ancrath the hidden hands behind this endless war. He saw the game and vowed to sweep the board. First though he must gather his own pieces, learn the rules of play, and discover how to break them.A six nation army, twenty thousand strong, marches toward Jorg's gates, led by a champion beloved of the people. Every decent man prays this shining hero will unite the empire and heal its wounds. Every omen says he will. Every good king knows to bend the knee in the face of overwhelming odds, if only to save their people and their lands. But King Jorg is not a good king.Faced by an enemy many times his strength Jorg knows that he cannot win a fair fight. But playing fair was never part of Jorg’s game plan.",449,2012,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1322539112l/12891107.jpg,"59,158",4.19,https://www.goodreads.com/book/show/2544.The_Madman
Strike of Lightning,,['M.F.C. Assoum'],9780994515,[],"Every time lightning strikes or thunder cracks, you will remember the story of the Priori.About the book: “Strike of lightning tells of the tragic stories of true childhood experiences for many, this book weaves together tales of unimaginable pain and suffering as experienced by young Australians Michael, Sumaya and Charlie. Unexpected events see their lives changed forever as they are chosen by the Order of the Priori to join the fight for all that is good in the world. The trio discover a deep, ancient and powerful presence lurking deep inside each of them. Having been transported from the western suburbs of Sydney to the Towers of Light, to be inducted and trained in the ways of the Priori, Michael, Charlie and Sumaya develop unbreakable bonds of friendship and kinship which only shared tragedy could forge. A dark prophecy is fulfilled when a member of the Priori is murdered setting loose a chain of events which will ultimately lead the world to a battle which will decide the fate of every human for generations to come.”""I cried, i laughed and gasped. There are not many novels that can do that to me so very well done. I loved it and highly recommend it to all my friends and avid readers of fantasy adventure."" Sally Naylor - Smashwords, Jan2016About the author: In 2008, my eldest brother, father to my niece and nephew, was murdered in cold blood for his strong and successful effort in preventing troubled youth joining violent bikie gangs. He was 26 years old. After this, I was flung into the grips of depression which forced me to place my university studies on hold. To escape my pain and sorrow, I travelled around the world, learning, sharing and growing. Once I emerged from my dark place, I was inspired to dedicate my life to helping those who have gone through trauma. This story is one of the tools in my arsenal. Coupled with my own overcoming and growth, the idea for this book came about after volunteering with survivors of abuse and trauma.Having spoken to and mentored numerous survivors, when discussing inspiration, one commonality stuck out. Amongst all the literature available to us, there was an outstanding absence of a protagonist who had risen from the throngs of real, deep abuse and trauma. Sure most, if not all protagonists, go through some mild forms of trauma and abuse, followed by the catalysing after effects which allow them to overcome and grow into the heroes of the story. However, the antagonists of great literature are subjected to abominable traumas which turn them inevitably into villains. This novel questions why should abominable trauma equals villainous behaviour? What if for once, protagonists turned to heroism through such extreme traumas? This literary trend disheartens those who have been through the unimaginable and have almost lost all hope for a better life. The real world survivors, the heroes of said abominable traumas, who have turned to good rather than evil deserve literary hope and more so, representation.""As an adult who was abused as a child, i am very grateful for this book and i really wish it existed when i was in my late teens because i could have really used the hopeful message that it gives. even though it brought up some dark memories, I still loved it because it also gave me something good to grasp on to. I have never found any story which uses a person who has gone through what i have gone through as a hero and for that i am very grateful. Thank you very much M F C Assoum for this great book and for putting a smile on my face."" David Fisher, Goodreads, Jan 2016.",256,2015,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1451045868l/28319471._SY475_.jpg,27,4.63,https://www.goodreads.com/book/show/2544.The_Madman
The Summer Letters,,['Elyse Douglas'],9781545392966,"['Fiction', 'Romance', 'Young Adult', 'New Adult', 'Love Story', 'Contemporary', 'Adult', 'Novels', 'Adventure', 'Womens Fiction', 'Chick Lit']","When Vanessa finds a rusty coffee can filled with old letters hidden away in a summer beach cottage, she learns of a haunting and secret affair dating back to the 1950s. Determined to find the woman whose life parallels her own in many ways, Vanessa searches for the woman and her lover, uncovering past and present secrets that finally reveal a shocking truth. Over the course of the summer, Vanessa's own life is transformed by the possibilities of love and new beginnings, even as she confronts the lingering pain of her own past. The Summer Letters is a celebration of the enduring promise of hope and the unbreakable bonds of love.",374,2017,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1529555035l/34960100.jpg,627,4.33,https://www.goodreads.com/book/show/2544.The_Madman
Discovery of a Hidden Castle (A Gypsy Curse #1),,"['Julie-Anne Gamble', 'Julie  MacDonald']",,[],,70,2018,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1527920938l/40337826._SY475_.jpg,4,5.0,https://www.goodreads.com/book/show/2544.The_Madman
چراغ‌ها را من خاموش می‌کنم,,['Zoya Pirzad'],1851689257,"['Novels', 'Fiction', 'Cultural', 'Iran', 'Literature', 'Contemporary', 'Feminism', 'Womens', 'Roman', 'Classics', 'Asia']",زمان: دههٔ ۴۰ شمسی. مکان: آبادان، شهر همیشه گرم جنوب ایران. در خانواده‌ای ارمنی مادر سی و چند ساله با همسر و سه فرزند سعی دارد همسر و مادری نمونه باشد و هست تا همسایه‌های جدید از راه می‌رسند و…چراغ‌ها را من خاموش می‌کنم تاکنون به زبان‌های آلمانی، ترکی، یونانی، فرانسوی، انگلیسی، چینی و نروژی ترجمه و منتشر شده است. مثل همهٔ عصرها به زبان‌های فرانسوی، گرجی و ارمنی، یک روز مانده به عید پاک به زبان‌های فرانسوی، گرجی، انگلیسی و ارمنی، طعم گس خرمالو نیز به زبان‌های فرانسوی، اسلوونیایی، لهستانی، گرجی و ژاپنی ترجمه و منتشر شده است. عادت می‌کنیم در فرانسه و ایتالیا و گرجستان ترجمه و منتشر شده است.انتشار همهٔ این ترجمه‌ها بر اساس عقد قرارداد رسمی کپی‌رایت میان زویا پیرزاد، نشرمرکز و ناشران خارجی انجام شده است.,293,2002,Persian,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1621093993l/58275._SX318_.jpg,"8,565",3.56,https://www.goodreads.com/book/show/2544.The_Madman
