title,series,authors,isbn,genres,description,pages,year,language,cover_image,total_number_ratings,average_rating,book_url
American Born Chinese,,['Gene Luen Yang'],9781596431522,"['Sequential Art', 'Graphic Novels', 'Young Adult', 'Comics', 'Fiction', 'Fantasy', 'Graphic Novels Comics', 'Teen', 'Coming Of Age', 'Academic', 'School', 'Childrens', 'Middle Grade']","All Jin Wang wants is to fit in. When his family moves to a new neighborhood, he suddenly finds that he's the only Chinese American student at his school. Jocks and bullies pick on him constantly, and he has hardly any friends. Then, to make matters worse, he falls in love with an all-American girl...Born to rule over all the monkeys in the world, the story of the Monkey King is one of the oldest and greatest Chinese fables. Adored by his subjects, master of the arts of kung-fu, he is the most powerful monkey on earth. But the Monkey King doesn't want to be a monkey. He wants to be hailed as a god...Chin-Kee is the ultimate negative Chinese stereotype, and he's ruining his cousin Danny's life. Danny's a popular kid at school, but every year Chin-Kee comes to visit, and every year Danny has to transfer to a new school to escape the shame. This year, though, things quickly go from bad to worse...These three apparently unrelated tales come together with an unexpected twist, in a modern fable that is hilarious, poignant and action-packed.American Born Chineseis an amazing rise, all the way up to the astonishing climax--and confirms what a growing number of readers already know: Gene Yang is a major talent.",240,2006,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1317066615l/118944.jpg,"82,915",3.88,https://www.goodreads.com/book/show/35889208-when-never-comes
The China-America Alliance: East Asian and American Cultural Values Promote Global Harmony,,['Jack C. Westman'],9783330650,['Nonfiction'],"The following persons have commented on this book:1) Ken Kimmell, President, Union of Concerned Scientist, “Dr. Westman makes a compelling case for the need for collaborative international leadership by the U.S. and China. He reminds us that the common interests of the U.S. and China far outweigh the differences.”2) Ross Rojek, San Francisco Book Review, “Our civilization's future depends on finding shared common values between the great nations, especially China and the U.S. This book provides a framework for how that can be achieved.”.3) Susan Keefe, Midwest Book Review, “Dr. Westman shows how the U.S. and China hold the keys to the future of the condition of mankind and the health of the planet. However, the question is: does mankind have the strength to stand united as one for humanity and the future of our world?” and4) Jess Todtfeld, former producer ABC-TV, NBC-TV and FOX News, “This book promotes collaboration between America and China in ways that most people are not contemplating. Dr. Westman shows how these two economic powers can positively influence the world.”",476,2017,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1497695065l/35450861._SX318_.jpg,16,4.81,https://www.goodreads.com/book/show/35889208-when-never-comes
Beautiful You,,['Chuck Palahniuk'],9780385538039,"['Fiction', 'Humor', 'Contemporary', 'Adult', 'Science Fiction', 'Adult Fiction', 'Thriller', 'Audiobook', 'Novels', 'Dystopia']","""A billion husbands are about to be replaced.""From the author ofFight Club, the classic portrait of the damaged contemporary male psyche, now comes this novel about the apocalyptic marketing possibilities of a new product that gives new meaning to the term ""self-help.""Penny Harrigan is a low-level associate in a big Manhattan law firm with an apartment in Queens and no love life at all. So it comes as a great shock when she finds herself invited to dinner by one C. Linus Maxwell, a software mega-billionaire and lover of the most gorgeous and accomplished women on earth. After dining at Manhattan's most exclusive restaurant, he whisks Penny off to a hotel suite in Paris, where he proceeds, notebook in hand, to bring her to previously undreamed-of heights of gratification for days on end. What's not to like?This: Penny discovers that she is a test subject for the final development of a line of feminine products to be marketed in a nationwide chain of boutiques called Beautiful You. So potent and effective are these devices that women by the millions line up outside the stores on opening day and then lock themselves in their room with them and stop coming out. Except for batteries. Maxwell's plan for battery-powered world domination must be stopped. But how?",240,2014,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1399667103l/19523454.jpg,"16,291",3.02,https://www.goodreads.com/book/show/35889208-when-never-comes
The Long Goodbye,Philip Marlowe,['Raymond Chandler'],9780394757681,"['Mystery', 'Fiction', 'Crime', 'Noir', 'Classics', 'Detective', 'Thriller', 'Mystery Thriller', 'Novels', 'Literature', 'American']","Down-and-out drunk Terry Lennox has a problem: his millionaire wife is dead and he needs to get out of LA fast. So he turns to the only friend he can trust: private investigator Philip Marlowe. Marlowe is willing to help a man down on his luck, but later Lennox commits suicide in Mexico and things start to turn nasty. Marlowe is drawn into a sordid crowd of adulterers and alcoholics in LA's Idle Valley, where the rich are suffering one big suntanned hangover. Marlowe is sure Lennox didn't kill his wife, but how many stiffs will turn up before he gets to the truth?",379,1953,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388225584l/2054.jpg,"40,710",4.17,https://www.goodreads.com/book/show/35889208-when-never-comes
Old Man's War,Old Man's War #1,['John Scalzi'],0765348276,"['Science Fiction', 'Fiction', 'Space', 'Space Opera', 'War', 'Military Fiction', 'Science Fiction Fantasy', 'Audiobook', 'Fantasy', 'Adventure']","John Perry did two things on his 75th birthday. First he visited his wife's grave. Then he joined the army.The good news is that humanity finally made it into interstellar space. The bad news is that planets fit to live on are scarce-- and alien races willing to fight us for them are common. So: we fight. To defend Earth, and to stake our own claim to planetary real estate. Far from Earth, the war has been going on for decades: brutal, bloody, unyielding.Earth itself is a backwater. The bulk of humanity's resources are in the hands of the Colonial Defense Force. Everybody knows that when you reach retirement age, you can join the CDF. They don't want young people; they want people who carry the knowledge and skills of decades of living. You'll be taken off Earth and never allowed to return. You'll serve two years at the front. And if you survive, you'll be given a generous homestead stake of your own, on one of our hard-won colony planets.John Perry is taking that deal. He has only the vaguest idea what to expect. Because the actual fight, light-years from home, is far, far harder than he can imagine--and what he will become is far stranger.",332,2005,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1509467059l/36510196._SY475_.jpg,"183,736",4.19,https://www.goodreads.com/book/show/35889208-when-never-comes
A Modest Proposal and Other Satirical Works,,['Jonathan Swift'],9780486287591,"['Classics', 'Fiction', 'Humor', 'Writing', 'Essays', 'Literature', 'Philosophy', 'Politics', 'Cultural', 'Ireland', '18th Century', 'European Literature', 'Irish Literature']","The originality, concentrated power and ‘fierce indignation’ of his satirical writing have earned Jonathan Swift a reputation as the greatest prose satirist in English literature.Gulliver’s Travelsis, of course, his world renowned masterpiece in the genre; however, Swift wrote other, shorter works that also offer excellent evidence of his inspired lampoonery. Perhaps the most famous of these isA Modest Proposal, in which he straight-facedly suggests that Ireland could solve its hunger problems by using its children for food. Also included in this collection areThe Battle of Books, A Meditation upon a Broomstick, A Discourse Concerning the Mechanical Operations of the SpiritandAn Argument Against Abolishing Christianity in England.This inexpensive edition will certainly be welcomed by teachers and students of English literature, but its appeal extends to any reader who delights in watching a master satirist wield words as weapons.",64,1729,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1264316062l/2677.jpg,"14,399",4.05,https://www.goodreads.com/book/show/35889208-when-never-comes
Exquisite Corpse,,['Poppy Z. Brite'],9780684836270,"['Horror', 'Fiction', 'LGBT', 'Thriller', 'Queer', 'Mystery', 'Crime', 'Dark', 'Romance', 'M M Romance', 'Gay', 'Novels']","To serial slayer Andrew Compton, murder is an art,the most intimate art. After feigning his own death to escape from prison, Compton makes his way to the United States with the sole ambition of bringing his ""art"" to new heights. Tortured by his own perverse desires, and drawn to possess and destroy young boys, Compton inadvertently joins forces with Jay Byrne, a dissolute playboy who has pushed his ""art"" to limits even Compton hadn't previously imagined. Together, Compton and Byrne set their sights on an exquisite young Vietnamese-American runaway, Tran, whom they deem to be the perfect victim.Swiftly moving from the grimy streets of London's Piccadilly Circus to the decadence of the New Orleans French Quarter, and punctuated by rants from radio talk show host Lush Rimbaud, a.k.a. Luke Ransom, Tran's ex-lover, who is dying of AIDS and who intends to wreak ultimate havoc before leaving this world,Exquisite Corpseunfolds into a labyrinth of murder and love. Ultimately all four characters converge on a singular bloody night after which their lives will be irrevocably changed — or terminated.Poppy Z. Brite dissects the landscape of torture and invites us into the mind of a killer.Exquisite Corpseconfirms Brite as a writer who defies categorization. It is a novel for those who dare trespass where the sacred and profane become one.",240,1996,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1335725856l/15320.jpg,"11,123",3.76,https://www.goodreads.com/book/show/35889208-when-never-comes
Every Man Dies Alone,,"['Hans Fallada', 'Michael Hofmann', 'Geoff Wilkes']",9781933633633,"['Fiction', 'Historical', 'Historical Fiction', 'Cultural', 'Germany', 'War', 'World War II', 'European Literature', 'German Literature', 'Classics', 'Holocaust', 'Literature']","Inspired by a true story, Hans Fallada's Alone in Berlin is the gripping tale of an ordinary man's determination to defy the tyranny of Nazi rule. This Penguin Classics edition contains an afterword by Geoff Wilkes, as well as facsimiles of the original Gestapo file which inspired the novel. Berlin, 1940, and the city is filled with fear. At the house on 55 Jablonski Strasse, its various occupants try to live under Nazi rule in their different ways: the bullying Hitler loyalists the Persickes, the retired judge Fromm and the unassuming couple Otto and Anna Quangel. Then the Quangels receive the news that their beloved son has been killed fighting in France. Shocked out of their quiet existence, they begin a silent campaign of defiance, and a deadly game of cat and mouse develops between the Quangels and the ambitious Gestapo inspector Escherich. When petty criminals Kluge and Borkhausen also become involved, deception, betrayal and murder ensue, tightening the noose around the Quangels' necks ... If you enjoyed Alone in Berlin, you might like John Steinbeck's The Moon is Down, also available in Penguin Modern Classics. 'One of the most extraordinary and compelling novels written about World War II. Ever' Alan Furst 'Terrific ... a fast-moving, important and astutely deadpan thriller' Irish Times 'An unrivalled and vivid portrait of life in wartime Berlin' Philip Kerr 'To read Fallada's testament to the darkest years of the 20th century is to be accompanied by a wise, somber ghost who grips your shoulder and whispers into your ear: ""This is how it was. This is what happened""' The New York Times",543,1947,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391275409l/3344411.jpg,"27,058",4.23,https://www.goodreads.com/book/show/35889208-when-never-comes
The Aleph and Other Stories,,"['Jorge Luis Borges', 'Andrew Hurley']",9780142437889,"['Short Stories', 'Fiction', 'Classics', 'Fantasy', 'Magical Realism', 'Literature', 'European Literature', 'Spanish Literature', 'Cultural', 'Latin American', 'Philosophy', 'Latin American Literature']","Full of philosophical puzzles and supernatural surprises, these stories contain some of Borges's most fully realized human characters. With uncanny insight, he takes us inside the minds of an unrepentant Nazi, an imprisoned Mayan priest, fanatical Christian theologians, a woman plotting vengeance on her father’s “killer,” and a man awaiting his assassin in a Buenos Aires guest house.  This volume also contains the hauntingly brief vignettes about literary imagination and personal identity collected inThe Maker, which Borges wrote as failing eyesight and public fame began to undermine his sense of self.For more than seventy years, Penguin has been the leading publisher of classic literature in the English-speaking world. With more than 1,700 titles, Penguin Classics represents a global bookshelf of the best works throughout history and across genres and disciplines. Readers trust the series to provide authoritative texts enhanced by introductions and notes by distinguished scholars and contemporary authors, as well as up-to-date translations by award-winning translators.",210,1949,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1622617703l/5787._SY475_.jpg,"33,797",4.36,https://www.goodreads.com/book/show/35889208-when-never-comes
The Black Prism,Lightbringer #1,['Brent Weeks'],9780316075558,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Magic', 'Adult', 'Adventure', 'Young Adult', 'Science Fiction Fantasy', 'Audiobook']","Guile is the Prism, the most powerful man in the world. He is high priest and emperor, a man whose power, wit, and charm are all that preserves a tenuous peace. Yet Prisms never last, and Guile knows exactly how long he has left to live.When Guile discovers he has a son, born in a far kingdom after the war that put him in power, he must decide how much he's willing to pay to protect a secret that could tear his world apart.",629,2010,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327921884l/7165300.jpg,"112,596",4.21,https://www.goodreads.com/book/show/35889208-when-never-comes
