title,series,authors,isbn,genres,description,pages,year,language,cover_image,total_number_ratings,average_rating,book_url
Four Past Midnight,,['Stephen King'],0670835382,"['Horror', 'Fiction', 'Short Stories', 'Thriller', 'Fantasy', 'Mystery', 'Suspense', 'Supernatural', 'Anthologies', 'Science Fiction']","At midnight comes the point of balance. Of danger. The instang of utter stillness when between two beats of the heart, an alternative reality can slip through, like a blade between the ribs, and swithc you into a new and terrifying world.Four Past Midnight: four heart-stopping accounts of that moment when the familiar world fractures beyond sense, the fragments spinning away from the desperate, clutching reach of sanity...(back cover)",930,1990,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1321023197l/133266.jpg,"100,971",3.94,https://www.goodreads.com/book/show/17283481-reverb
Across the Nightingale Floor,Tales of the Otori #1,['Lian Hearn'],9781573223324,"['Fantasy', 'Fiction', 'Historical', 'Historical Fiction', 'Young Adult', 'Cultural', 'Japan', 'Romance', 'Adventure', 'Historical Fantasy', 'Asia']","In his black-walled fortress at Inuyama, the warlord Iida Sadamu surveys his famous nightingale floor. Constructed with exquisite skill, it sings at the tread of each human foot. No assassin can cross it unheard.The youth Takeo has been brought up in a remote mountain village among the Hidden, a reclusive and spiritual people who have taught him only the ways of peace. But unbeknownst to him, his father was a celebrated assassin and a member of the Tribe, an ancient network of families with extraordinary, preternatural skills. When Takeo's village is pillaged, he is rescued and adopted by the mysterious Lord Otori Shigeru. Under the tutelage of Shigeru, he learns that he too possesses the skills of the Tribe. And, with this knowledge, he embarks on a journey that will lead him across the famed nightingale floor—and to his own unimaginable destiny...",305,2002,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1438630231l/77160._SY475_.jpg,"37,700",4.06,https://www.goodreads.com/book/show/17283481-reverb
Among the Betrayed,Shadow Children #3,['Margaret Peterson Haddix'],9780689839054,"['Young Adult', 'Science Fiction', 'Dystopia', 'Fiction', 'Childrens', 'Middle Grade', 'Fantasy', 'Adventure', 'Juvenile', 'Teen']","""Everything that had happened to Nina was real. She had real handcuffs on her wrists, real scars on her back, real fear flooding her mind.""'They're going to kill me,' Nina whispered, and it was almost a relief to finally, finally give up hope.""In a society that allows no more than two children per family under penalty of death, third children are forced into hiding, or to live with false identity papers. InAmong the Impostors,Nina Idi was arrested for treason for supposedly trying to trick the Population Police into arresting other students she said were illegal third children. Now she faces torture or death -- unless she agrees to betray three other imprisoned third children. Her dilemma intensifies when she meets the prisoners -- who are only ten, nine, and six.As she did so brilliantly in the Publishers Weekly best-sellingAmong the Hiddenand inAmong the Impostors,Margaret Peterson Haddix once again brings readers to a world in which nothing is as it seems -- a world in which an imprisonment leads to an adventure of mind, body, and spirit.",160,2002,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348963304l/303460.jpg,"24,778",4.07,https://www.goodreads.com/book/show/17283481-reverb
The Little Friend,,['Donna Tartt'],9781400031696,"['Fiction', 'Mystery', 'Literary Fiction', 'Contemporary', 'Crime', 'Novels', 'Literature', 'Thriller', 'American', 'Mystery Thriller']","Bestselling author Donna Tartt returns with a grandly ambitious and utterly riveting novel of childhood, innocence and evil.The setting is Alexandria, Mississippi, where one Mother’s Day a little boy named Robin Cleve Dufresnes was found hanging from a tree in his parents’ yard. Twelve years later Robin’s murder is still unsolved and his family remains devastated. So it is that Robin’s sister Harriet - unnervingly bright, insufferably determined, and unduly influenced by the fiction of Kipling and Robert Louis Stevenson--sets out to unmask his killer. Aided only by her worshipful friend Hely, Harriet crosses her town’s rigid lines of race and caste and burrows deep into her family’s history of loss.",624,2002,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327936589l/775346.jpg,"58,292",3.47,https://www.goodreads.com/book/show/17283481-reverb
Slammerkin,,"['Emma Donoghue', 'Charlotte Strevens']",9780156007474,"['Historical', 'Historical Fiction', 'Fiction', 'European Literature', 'British Literature', 'Literary Fiction', 'Literature', '18th Century', 'Sex Work', 'Prostitution', 'Cultural', 'Canada', 'Novels', 'Adult']","Mary Saunders, a lower-class London schoolgirl, was born into rough cloth but hungered for lace and the trappings of a higher station than her family would ever know. In 18th-century England, Mary's shrewd instincts will get her only so far, and she despairs of the plans made for her to carve out a trade as a seamstress or a maid. Unwilling to bend to such a destiny, Mary strikes out on a painful, fateful journey all her own. Inspired by the obscure historical figure Mary Saunders, Slammerkin is a provocative, graphic tale and a rich feast of an historical novel. Author Emma Donoghue probes the gap between a young girl's quest for freedom and a better life and the shackles that society imposes on her. ""Never give up your liberty.""",410,2001,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1315155075l/44543.jpg,"15,312",3.72,https://www.goodreads.com/book/show/17283481-reverb
Gone Tomorrow,Jack Reacher #13,['Lee Child'],9780593057056,"['Thriller', 'Fiction', 'Mystery', 'Crime', 'Suspense', 'Action', 'Mystery Thriller', 'Audiobook', 'Adventure', 'Novels']","Suicide bombers are easy to spot. They give out all kinds of tell-tale signs. Mostly because they're nervous. By definition they're all first-timers.There are twelve things to look for: No one who has worked in law enforcement will ever forget them.New York City. The subway, two o'clock in the morning. Jack Reacher studies his fellow passengers. Four are OK. The fifth isn't.The train brakes for Grand Central Station. Will Reacher intervene, and save lives? Or is he wrong? Will his intervention cost lives - including his own?",441,2009,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328395497l/4494917.jpg,"96,566",4.17,https://www.goodreads.com/book/show/17283481-reverb
Noble Beginnings,Jack Noble #1,['L.T. Ryan'],1484009290,"['Thriller', 'Fiction', 'Mystery', 'Action', 'Mystery Thriller', 'War', 'Military Fiction', 'Suspense', 'Business', 'Amazon', 'Adventure', 'Drama']","ACE for ASIN: B009K8RHNQIn March of 2002, while the eyes of the world focused on Afghanistan, Jack Noble finds himself on the outskirts of Baghdad, Iraq. A Marine in name only, Jack is on-loan to the CIA. Normally an integral part of the team, he finds that he is nothing more than a security detail in Iraq.Jack and his partner Bear have a run-in with four CIA special agents over the treatment of an Iraqi family. Within hours Jack and Bear are detained.All Jack wanted was to finish his enlistment and move on with his life. All he did was intervene and save a family from unwarranted violence at the hands of four CIA agents. But he soon discovers that he did far more than intervene. He has placed himself dead square in the middle of a conspiracy that reaches the highest levels of the U.S. government.",222,2013,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1465199751l/30359743._SY475_.jpg,"24,259",3.81,https://www.goodreads.com/book/show/17283481-reverb
A Killer's Mind,Zoe Bentley Mystery #1,['Mike Omer'],9781503901902,"['Mystery', 'Thriller', 'Fiction', 'Mystery Thriller', 'Crime', 'Audiobook', 'Suspense', 'Contemporary', 'Business', 'Amazon', 'Murder Mystery']","A chilling thriller of serial murder and dark secrets that will leave you wondering, is the past really in the past?Three Chicago women have been found strangled, embalmed, and posed as if still alive. Doubting the findings of the local PD’s profiler, The FBI calls on forensic psychologist Zoe Bentley to investigate.Zoe quickly gets off on the wrong foot with her new partner, Special Agent Tatum Gray. Zoe’s a hunter, intense and focused; Tatum’s a smug maverick with little respect for the rules. Together, they must descend into a serial killer’s psyche and untangle his twisted fantasies, or more women will die. But when the contents of three inconspicuous envelopes reveal a chilling connection to gruesome murders from Zoe’s childhood, suddenly the hunter becomes the hunted.",380,2018,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1526358406l/37647561.jpg,"49,097",4.14,https://www.goodreads.com/book/show/17283481-reverb
Everneath,Everneath #1,['Brodi Ashton'],9780062071132,"['Young Adult', 'Fantasy', 'Paranormal', 'Mythology', 'Romance', 'Paranormal Romance', 'Supernatural', 'Urban Fantasy', 'Fiction', 'Greek Mythology']","Last spring, Nikki Beckett vanished, sucked into an underworld known as the Everneath. Now she’s returned—to her old life, her family, her boyfriend—before she’s banished back to the underworld . . . this time forever. She has six months before the Everneath comes to claim her, six months for good-byes she can’t find the words for, six months to find redemption, if it exists.Nikki longs to spend these precious months forgetting the Everneath and trying to reconnect with her boyfriend, Jack, the person most devastated by her disappearance—and the one person she loves more than anything. But there’s just one problem: Cole, the smoldering immortal who enticed her to the Everneath in the first place, has followed Nikki home. Cole wants to take over the throne in the underworld and is convinced Nikki is the key to making it happen. And he’ll do whatever it takes to bring her back, this time as his queen.As Nikki’s time on the Surface draws to a close and her relationships begin slipping from her grasp, she is forced to make the hardest decision of her life: find a way to cheat fate and remain on the Surface with Jack or return to the Everneath and become Cole’s queen.Everneathis a captivating story of love, loss, and immortality from debut author Brodi Ashton.",370,2012,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1340210035l/9413044.jpg,"51,292",3.74,https://www.goodreads.com/book/show/17283481-reverb
End of Watch,Bill Hodges Trilogy #3,['Stephen King'],9781501129742,"['Horror', 'Fiction', 'Thriller', 'Mystery', 'Crime', 'Audiobook', 'Mystery Thriller', 'Suspense', 'Fantasy', 'Paranormal']","The spectacular finale to the New York Times bestselling trilogy that began with Mr. Mercedes (winner of the Edgar Award) and Finders Keepers—In End of Watch, the diabolical “Mercedes Killer” drives his enemies to suicide, and if Bill Hodges and Holly Gibney don’t figure out a way to stop him, they’ll be victims themselves.In Room 217 of the Lakes Region Traumatic Brain Injury Clinic, something has awakened. Something evil. Brady Hartsfield, perpetrator of the Mercedes Massacre, where eight people were killed and many more were badly injured, has been in the clinic for five years, in a vegetative state. According to his doctors, anything approaching a complete recovery is unlikely. But behind the drool and stare, Brady is awake, and in possession of deadly new powers that allow him to wreak unimaginable havoc without ever leaving his hospital room.Retired police detective Bill Hodges, the unlikely hero of Mr. Mercedes and Finders Keepers, now runs an investigation agency with his partner, Holly Gibney—the woman who delivered the blow to Hartsfield’s head that put him on the brain injury ward. When Bill and Holly are called to a suicide scene with ties to the Mercedes Massacre, they find themselves pulled into their most dangerous case yet, one that will put their lives at risk, as well as those of Bill’s heroic young friend Jerome Robinson and his teenage sister, Barbara. Brady Hartsfield is back, and planning revenge not just on Hodges and his friends, but on an entire city.In End of Watch, Stephen King brings the Hodges trilogy to a sublimely terrifying conclusion, combining the detective fiction of Mr. Mercedes and Finders Keepers with the heart-pounding, supernatural suspense that has been his bestselling trademark. The result is an unnerving look at human vulnerability and chilling suspense. No one does it better than King.",432,2016,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1511289068l/25526965._SY475_.jpg,"101,231",4.08,https://www.goodreads.com/book/show/17283481-reverb
Salvage the Bones,Bois Sauvage,['Jesmyn Ward'],9781608195220,"['Fiction', 'Contemporary', 'Literary Fiction', 'Cultural', 'African American', 'Historical', 'Historical Fiction', 'Novels', 'Adult Fiction', 'Adult', 'Literature', 'American', 'Southern']","Winner of the 2011 National Book Award for FictionA hurricane is building over the Gulf of Mexico, threatening the coastal town of Bois Sauvage, Mississippi, and Esch's father is growing concerned. A hard drinker, largely absent, he doesn't show concern for much else. Esch and her three brothers are stocking food, but there isn't much to save. Lately, Esch can't keep down what food she gets; she's fourteen and pregnant. Her brother Skeetah is sneaking scraps for his prized pitbull's new litter, dying one by one in the dirt, while brothers Randall and Junior try to stake their claim in a family long on child's play and short on parenting. As the twelve days that comprise the novel's framework yield to the final day and Hurricane Katrina, the unforgettable family at the novel's heart—motherless children sacrificing for each other as they can, protecting and nurturing where love is scarce—pulls itself up to struggle for another day. A wrenching look at the lonesome, brutal, and restrictive realities of rural poverty, ""Salvage the Bones"" is muscled with poetry, revelatory, and real.",261,2011,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1317067649l/10846336.jpg,"55,827",3.93,https://www.goodreads.com/book/show/17283481-reverb
,None,None,,[],None,None,2009,,,,,https://www.goodreads.com/book/show/17283481-reverb
The Axion Esti,,['Odysseas Elytis'],9780822953180,"['Poetry', 'Nobel Prize', 'Cultural', 'Greece', 'Classics', 'Literature', '20th Century', 'Fiction']","TheAxion Esti[is] the work on which Elytis's reputation rests, and which almost certainly won him the Nobel Prize.""New York Review of Books",104,1959,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328807839l/1070107.jpg,905,4.62,https://www.goodreads.com/book/show/17283481-reverb
"The Autobiography of Henry VIII: With Notes by His Fool, Will Somers",,['Margaret George'],9780312194390,"['Historical', 'Historical Fiction', 'Fiction', 'English History', 'Tudor Period', 'European Literature', 'British Literature', 'Literature', '16th Century', 'Adult Fiction', 'Adult', 'Medieval', 'History', 'European History']","This is the story of England's most famous, and notorious, king.Henry was a charismatic, ardent - and brash - young lover who married six times; a scholar with a deep love of poetry and music; an energetic hunter who loved the outdoors; a monarch whose lack of a male heir haunted him incessantly; and a ruthless leader who would stop at nothing to achieve his desires. His monumental decision to split from Rome and the Catholic Church was one that would forever shape the religious and political landscape of Britain.Combining magnificent storytelling with an extraordinary grasp of the pleasures and perils of power, Margaret George delivers a vivid portrait of Henry VIII and Tudor England and the powerhouse of players on its stage: Thomas Cromwell, Cardinal Wolsey, Thomas More and Anne Boleyn. It is also a narrative told from an original perspective: Margaret George writes from the King's point of view, injecting irreverent comments from Will Somers - Henry's jester and confidant.",939,1986,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1439956289l/10108._SY475_.jpg,"27,990",4.23,https://www.goodreads.com/book/show/17283481-reverb
The Red Queen: Sex and the Evolution of Human Nature,,['Matt Ridley'],9780060556570,"['Science', 'Nonfiction', 'Biology', 'Psychology', 'Evolution', 'Sexuality', 'Anthropology', 'History', 'Popular Science', 'Sociology']","Referring to Lewis Carroll'sRed QueenfromThrough the Looking-Glass, a character who has to keep running to stay in the same place, Matt Ridley demonstrates why sex is humanity's best strategy for outwitting its constantly mutating internal predators.The Red Queenanswers dozens of other riddles of human nature and culture -- including why men propose marriage, the method behind our maddening notions of beauty, and the disquieting fact that a woman is more likely to conceive a child by an adulterous lover than by her husband. Brilliantly written,The Red Queenoffers an extraordinary new way of interpreting the human condition and how it has evolved.",405,1993,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1432490063l/16176._SY475_.jpg,"15,759",4.05,https://www.goodreads.com/book/show/17283481-reverb
,None,None,,[],None,None,1989,,,,,https://www.goodreads.com/book/show/17283481-reverb
