title,series,authors,isbn,genres,description,pages,year,language,cover_image,total_number_ratings,average_rating,book_url
Translations,,['Brian Friel'],9780571117420,"['Plays', 'Drama', 'Cultural', 'Ireland', 'Theatre', 'European Literature', 'Irish Literature', 'Historical', 'Historical Fiction', 'Classics', 'Academic', 'School', 'Fiction']","The action of this play takes place in late August 1833 at a hedge-school in the townland of Baile Beag - an Irish speaking community in County Donegal. The 'scholars' are a cross-section of the local community, from a semi-literate young farmer to and elderly polygot autodidact who reads and quotes Homer in the orginal.In a nearby field camps a recently arrived detachment of the Royal Engineers, engaged on behalf of the Britsh Army and Government in making the first Ordnance Survey. For the purposes ofr cartography, the local Gaelic place names have to be recorded and transliterated - or translated - into English, in examining the effects of this operation on the lives of a small group of people, Irish and English, Brian Friel skillfully reveals the unexperctedly far-reaching personal and cultural effects of an action which is at first sight purely administrative and harmless. While remaining faithful to the personalities and relationshiops of those people at that time he makes a richly suggestive statement about Irish - and English - history.",91,1981,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1417605514l/859500.jpg,"8,609",3.78,https://www.goodreads.com/book/show/10813469-rock-chick-renegade
Lightning,,['Dean Koontz'],9780425192030,"['Horror', 'Fiction', 'Thriller', 'Science Fiction', 'Time Travel', 'Suspense', 'Mystery', 'Fantasy', 'Mystery Thriller', 'Audiobook']","A storm struck on the night Laura Shane was born, and there was a strangeness about the weather that people would remember for years. But even more mysterious was the blond-haired stranger who appeared out of nowhere – the man who saved Laura from a fatal delivery. Years later – another bolt of lightning – and the stranger returned, again to save Laura from tragedy. Was he the guardian angel he seemed? The devil in disguise? Or the master of a haunting destiny beyond time and space?",384,1988,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1410030512l/32424.jpg,"59,902",4.07,https://www.goodreads.com/book/show/10813469-rock-chick-renegade
,None,None,,[],None,None,,,,,,https://www.goodreads.com/book/show/10813469-rock-chick-renegade
,None,None,,[],None,None,2007,,,,,https://www.goodreads.com/book/show/10813469-rock-chick-renegade
How Proust Can Change Your Life,,['Alain de Botton'],9780679779155,"['Philosophy', 'Nonfiction', 'Self Help', 'Biography', 'Literature', 'Writing', 'Essays', 'Psychology', 'Books About Books', 'Criticism', 'Literary Criticism', 'Humor']","Alain de Botton combines two unlikely genres--literary biography and self-help manual--in the hilarious and unexpectedly practical How Proust Can Change Your Life.Who would have thought that Marcel Proust, one of the most important writers of our century, could provide us with such a rich source of insight into how best to live life? Proust understood that the essence and value of life was the sum of its everyday parts. As relevant today as they were at the turn of the century, Proust's life and work are transformed here into a no-nonsense guide to, among other things, enjoying your vacation, reviving a relationship, achieving original and uncliched articulation, being a good host, recognizing love, and understanding why you should never sleep with someone on a first date. It took de Botton to find the inspirational in Proust's essays, letters and fiction and, perhaps even more surprising, to draw out a vivid and clarifying portrait of the master from between the lines of his work.Here is Proust as we have never seen or read him before: witty, intelligent, pragmatic. He might well change your life.",208,1998,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403181774l/23420.jpg,"15,143",3.76,https://www.goodreads.com/book/show/10813469-rock-chick-renegade
Moonraker's Bride,,['Madeleine Brent'],9780285620643,"['Romance', 'Historical', 'Historical Fiction', 'Mystery', 'Fiction', 'Gothic', 'Adventure', 'Historical Romance', 'Romantic Suspense', 'Suspense']","Born in a Mission in China, Lucy Waring finds herself with fifteen small children to feed and care for. The way she tackles this task leads to her being thrown into the grim prison of Chengfu, where she meets Nicholas Sabine - a man about to die.He asks her a cryptic riddle, the mystery of which echoes through all that befalls her in the months that follow...She is brought to England and tries to make a new life with the Gresham family, but she is constantly in disgrace and is soon involved in the bitter feud between the Greshams and a neighbouring family.There is danger, romance and heartache for Lucy as strange events build to a point where she begins to doubt her own senses.How could she see a man, long dead, walking in the misty darkness of the valley? And who carried her, unconscious, into the labyrinth of Chiselhurst Caves and left her to die?It is not until she returns to China that Lucy finds, amid high adventure, the answer to all that has baffled her.",352,1973,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1487302069l/19498.jpg,"2,844",4.31,https://www.goodreads.com/book/show/10813469-rock-chick-renegade
Lost in Time,Blue Bloods #6,['Melissa de la Cruz'],9781423121299,"['Paranormal', 'Vampires', 'Young Adult', 'Fantasy', 'Angels', 'Romance', 'Paranormal Romance', 'Supernatural', 'Urban Fantasy', 'Fiction']","The stakes have never been higher for the young Blue Bloods of Manhattan. After their brief yet beautiful bonding ceremony in Italy, Schuyler Van Alen and Jack Force depart for Egypt, desperate to find the elusive Gate of Promise before Jack must face his twin, Mimi, for a blood trial. A blood trial that only one of them can survive. But everything Schuyler thought she knew about the gate turns out to be a lie, and they soon find themselves ensnared in a deadly battle against the demon-born. Schuyler and Jack take up arms, only to realize that there is a much graver threat simmering in the Kingdom of the Dead.Meanwhile, determined to save the only vampire she still loves, Mimi has followed Kingsley Martin into Hell. With the help of her new human Conduit, Oliver Hazard-Perry, Mimi makes a bargain with the Queen of the Dead that she may soon regret. When the time comes to choose between love and revenge, both Mimi and Oliver will learn the true meaning of sacrifice.Confronted by danger, betrayal, and loss at every turn, the Blue Bloods must find the will to fight - and love - another day.",342,2011,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1298681924l/9578590.jpg,"26,537",4.04,https://www.goodreads.com/book/show/10813469-rock-chick-renegade
Between Two Worlds: Escape from Tyranny: Growing Up in the Shadow of Saddam,,"['Zainab Salbi', 'Laurie Becklund']",9781592402441,"['Nonfiction', 'Autobiography', 'Memoir', 'Biography', 'History', 'Politics', 'Biography Memoir', 'Feminism', 'Womens', 'Religion', 'Islam']","Zainab Salbi was eleven years old when her father was chosen to be Saddam Hussein's personal pilot and her family's life was grafted onto his. Her mother, the beautiful Alia, taught her daughter the skills she needed to survive. A plastic smile. Saying yes. Burying in boxes in her mind the horrors she glimpsed around her.Learn to erase your memories,she instructed.He can read eyes.In this richly visual memoir, Salbi describes tyranny as she saw it--through the eyes of a privileged child, a rebellious teenager, a violated wife, and ultimately a public figure fighting to overcome the skill that once kept her alive: silence.Between Two Worldsis a riveting quest for truth that deepens our understanding of the universal themes of power, fear, sexual subjugation, and the question one generation asks the one before it: How could you have let this happen to us?",293,2005,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1309200858l/426973.jpg,"2,806",4.22,https://www.goodreads.com/book/show/10813469-rock-chick-renegade
You Have to Stop This,Secret #5,['Pseudonymous Bosch'],9780316076265,"['Fantasy', 'Mystery', 'Childrens', 'Middle Grade', 'Fiction', 'Adventure', 'Young Adult', 'Humor', 'Magic', 'Thriller', 'Mystery Thriller']","The finale to the New York Times bestselling Secret Series!I always feared this day would come. A secret is meant to stay secret, after all. And now we've come to this: the fifth and final (I swear!) book in my saga of secrets.A class trip to the local natural history museum turns dangerous, or perhaps deadly--and I don't mean in the bored-to-death way--when Cass accidentally breaks a finger off a priceless mummy. Forced to atone for this ""crime"" of vandalism, Cass and her friends Max-Ernest and Yo-Yoji go to work for the mummy exhibit's curator, only to be blamed when tragedy strikes. To clear their names--and, they hope, to discover the Secret--the trio must travel deep into a land of majestic pyramids, dusty tombs, mysterious hieroglyphs, and the walking dead. Egypt? Or somewhere much stranger . . .In the midst of it all, the Secret still lurks. You're out there, reading and talking about it, and now my life--and chocolate supply--is in the greatest danger yet. So please, with a cherry on top, I'm begging you: you have to stop this!",352,2011,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1304192983l/10757817.jpg,"11,643",4.33,https://www.goodreads.com/book/show/10813469-rock-chick-renegade
Auschwitz: A Doctor's Eyewitness Account,,"['Miklós Nyiszli', 'Tibère Kremer']",9781559702027,"['History', 'Nonfiction', 'World War II', 'Holocaust', 'War', 'Autobiography', 'Memoir', 'Biography', 'Historical', 'Biography Memoir']","When the Nazis invaded Hungary in 1944, they sent virtually the entire Jewish population to Auschwitz. A Jew and a medical doctor, the prisonerDr. Miklos Nyiszliwas spared death for a grimmer fate: to perform ""scientific research"" on his fellow inmates under the supervision of the man who became known as the infamous ""Angel of Death"" - Dr. Josef Mengele. Nyiszli was named Mengele's personal research pathologist. In that capactity he also served as physician to the Sonderkommando, the Jewish prisoners who worked exclusively in the crematoriums and were routinely executed after four months. Miraculously, Nyiszli survived to give this horrifying and sobering account.",222,1946,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356698317l/315578.jpg,"19,062",4.27,https://www.goodreads.com/book/show/10813469-rock-chick-renegade
The Cat in the Hat and Other Dr. Seuss Favorites,,"['Dr. Seuss', 'Various']",9780807218730,"['Childrens', 'Picture Books', 'Classics', 'Fiction', 'Poetry', 'Audiobook', 'Humor', 'Kids', 'Fantasy', 'Juvenile']","11 complete stories at a great price!Featuring:The Cat in the Hatread by Kelsey GrammerHorton Hears a Whoread by Dustin HoffmanHow the Grinch Stole Christmasread by Walter MatthauDid I Ever Tell You How Lucky You Are?read by John CleeseThe Loraxread by Ted DansonYertle the Turtle,Gertrude McFuzz, andThe Big Bragread by John LithgowThidwick, the Big-Hearted Mooseread by Mercedes McCambridgeHorton Hatches the Eggread by Billy CrystalThe Cat in the Hat Comes Backread by Kelsey Grammer",61,2003,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386924269l/7788.jpg,"64,627",4.41,https://www.goodreads.com/book/show/10813469-rock-chick-renegade
The Swan Thieves,,['Elizabeth Kostova'],9781847442406,"['Fiction', 'Historical', 'Historical Fiction', 'Mystery', 'Art', 'Contemporary', 'Romance', 'Audiobook', 'Literary Fiction', 'Adult Fiction']","Kostova's masterful new novel travels from American cities to the coast of Normandy, from the late 19th century to the late 20th, from young love to last love. The Swan Thieves is a story of obsession, history's losses, and the power of art to preserve human hope.Psychiatrist Andrew Marlowe, devoted to his profession and the painting hobby he loves, has a solitary but ordered life. When renowned painter Robert Oliver attacks a canvas in the National Gallery of Art and becomes his patient, Marlow finds that order destroyed. Desperate to understand the secret that torments the genius, he embarks on a journey that leads him into the lives of the women closest to Oliver and a tragedy at the heart of French Impressionism.Kostova's masterful new novel travels from American cities to the coast of Normandy, from the late 19th century to the late 20th, from young love to last love. The Swan Thieves is a story of obsession, history's losses, and the power of art to preserve human hope.",565,2010,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1256542427l/5983057.jpg,"34,683",3.59,https://www.goodreads.com/book/show/10813469-rock-chick-renegade
Dreams of Joy,Shanghai Girls #2,['Lisa See'],9781400067121,"['Historical', 'Historical Fiction', 'Fiction', 'Cultural', 'China', 'Asia', 'Literature', 'Asian Literature', 'Audiobook', 'Adult Fiction', 'Adult']","In her most powerful novel yet, acclaimed author Lisa See returns to the story of sisters Pearl and May from Shanghai Girls, and Pearl’s strong-willed nineteen-year-old daughter, Joy. Reeling from newly uncovered family secrets, Joy runs away to Shanghai in early 1957 to find her birth father—the artist Z.G. Li, with whom both May and Pearl were once in love. Dazzled by him, and blinded by idealism and defiance, Joy throws herself into the New Society of Red China, heedless of the dangers in the Communist regime. Devastated by Joy’s flight and terrified for her safety, Pearl is determined to save her daughter, no matter the personal cost. From the crowded city to remote villages, Pearl confronts old demons and almost insurmountable challenges as she follows Joy, hoping for reconciliation. Yet even as Joy’s and Pearl’s separate journeys converge, one of the most tragic episodes in China’s history threatens their very lives.",354,2011,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442934242l/9500416._SY475_.jpg,"60,680",4.08,https://www.goodreads.com/book/show/10813469-rock-chick-renegade
,None,None,,[],None,None,2006,,,,,https://www.goodreads.com/book/show/10813469-rock-chick-renegade
,None,None,,[],None,None,2003,,,,,https://www.goodreads.com/book/show/10813469-rock-chick-renegade
Blood Song,Raven's Shadow #1,['Anthony Ryan'],0356502473,"['Fantasy', 'Epic Fantasy', 'Fiction', 'High Fantasy', 'Adventure', 'Young Adult', 'Magic', 'Audiobook', 'Adult', 'Science Fiction Fantasy']","“The Sixth Order wields the sword of justice and smites the enemies of the Faith and the Realm.”Vaelin Al Sorna was only a child of ten when his father left him at the iron gate of the Sixth Order. The Brothers of the Sixth Order are devoted to battle, and Vaelin will be trained and hardened to the austere, celibate, and dangerous life of a Warrior of the Faith. He has no family now save the Order.Vaelin’s father was Battle Lord to King Janus, ruler of the unified realm. Vaelin’s rage at being deprived of his birthright and dropped at the doorstep of the Sixth Order like a foundling knows no bounds. He cherishes the memory of his mother, and what he will come to learn of her at the Order will confound him. His father, too, has motives that Vaelin will come to understand. But one truth overpowers all the rest: Vaelin Al Sorna is destined for a future he has yet to comprehend. A future that will alter not only the realm, but the world.",591,2011,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1421573407l/13569581.jpg,"81,561",4.37,https://www.goodreads.com/book/show/10813469-rock-chick-renegade
Intellectuals: From Marx and Tolstoy to Sartre and Chomsky,,['Paul  Johnson'],9781842120392,"['History', 'Philosophy', 'Nonfiction', 'Biography', 'Politics', 'Cultural', 'Biography Memoir', 'Writing', 'Essays', 'Classics', 'Audiobook']","Paul Johnson examines whether intellectuals are morally fit to give advice to humanity.Do the private practices of intellectuals match the standard of their public principles?How great is their respect for truth? What is their attitude to money? How do they treat their spouses and children - legitimate and illegitimate? How loyal are they to their friends?Rousseau, Shelley, Marx, Ibsen, Tolstoy, Hemingway, Bertrand Russell, Brecht, Sartre, Edmund Wilson, Victor Gollancz, Lillian Hellman, Cyril Connolly, Norman Mailer, Kenneth Tynan and many others are put under the spotlight. With wit and brilliance, Paul Johnson exposes these intellectuals, and questions whether ideas should ever be valued more than individuals.",416,1988,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1408937705l/55302.jpg,"2,055",3.85,https://www.goodreads.com/book/show/10813469-rock-chick-renegade
Travesuras de la niña mala,,['Mario Vargas Llosa'],9789707704664,"['Fiction', 'Romance', 'Novels', 'Cultural', 'Latin American', 'European Literature', 'Spanish Literature', 'Nobel Prize', 'Literature', 'Latin American Literature', 'Contemporary', 'Historical', 'Historical Fiction']","¿Cuál es el verdadero rostro del amor?Ricardo ve cumplido, a una edad muy temprana, el sueño que en su Lima natal alimentó desde que tenía uso de razón: vivir en París. Pero el rencuentro con un amor de adolescencia lo cambiará todo. La joven, inconformista, aventurera, pragmática e inquieta, lo arrastrará fuera del pequeño mundo de sus ambiciones.Testigos de épocas convulsas y florecientes en ciudades como Londres, París, Tokio o Madrid, que aquí son mucho más que escenarios, ambos personajes verán sus vidas entrelazarse sin llegar a coincidir del todo. Sin embargo, esta danza de encuentros y desencuentros hará crecer la intensidad del relato página a página hasta propiciar una verdadera fusión del lector con el universo emocional de los protagonistas.Creando una admirable tensión entre lo cómico y lo trágico, Mario Vargas Llosa juega en Travesuras de la niña mala (2006) con la realidad y la ficción para liberar una historia en la que el amor se nos muestra indefinible, dueño de mil caras, como la niña mala. Pasión y distancia, azar y destino, dolor y disfrute... ¿Cuál es el verdadero rostro del amor?",384,2006,Spanish,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1405421130l/53926.jpg,"33,322",4.1,https://www.goodreads.com/book/show/10813469-rock-chick-renegade
