title,series,authors,isbn,genres,description,pages,year,language,cover_image,total_number_ratings,average_rating,book_url
Breakfast at Tiffany's and Three Stories,,['Truman Capote'],8433920170,"['Classics', 'Fiction', 'Short Stories', 'Romance', 'Literature', 'American', 'Audiobook', 'Novels', '20th Century', 'New York']","It's New York in the 1940s, where the martinis flow from cocktail hour till breakfast at Tiffany's. And nice girls don't, except, of course, Holly Golightly. Pursued by Mafia gangsters and playboy millionaires, Holly is a fragile eyeful of tawny hair and turned-up nose, a heart-breaker, a perplexer, a traveller, a tease. She is irrepressibly 'top banana in the shock department', and one of the shining flowers of American fiction.This edition also contains three stories: 'House of Flowers', 'A Diamond Guitar' and 'A Christmas Memory'.",142,1958,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1477015353l/251688.jpg,"225,959",3.87,https://www.goodreads.com/book/show/310459.Roll_of_Thunder_Hear_My_Cry
,None,None,,[],None,None,1938,,,,,https://www.goodreads.com/book/show/310459.Roll_of_Thunder_Hear_My_Cry
The Epic of Gilgamesh,,"['Anonymous', 'N.K. Sandars', 'John Maier', 'John H. Marks', 'Morris Jastrow Jr.', 'Herbert Mason']",9780141026282,"['Classics', 'Poetry', 'Fiction', 'Fantasy', 'Mythology', 'Literature', 'Academic', 'School', 'Epic', 'Religion', 'Ancient']","Miraculously preserved on clay tablets dating back as much as four thousand years, the poem of Gilgamesh, king of Uruk, is the world’s oldest epic, predating Homer by many centuries. The story tells of Gilgamesh’s adventures with the wild man Enkidu, and of his arduous journey to the ends of the earth in quest of the Babylonian Noah and the secret of immortality. Alongside its themes of family, friendship and the duties of kings, theEpic of Gilgameshis, above all, about mankind’s eternal struggle with the fear of death.The Babylonian version has been known for over a century, but linguists are still deciphering new fragments in Akkadian and Sumerian.",120,1800,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388287904l/19351.jpg,"87,236",3.71,https://www.goodreads.com/book/show/310459.Roll_of_Thunder_Hear_My_Cry
The Heart Is a Lonely Hunter,,['Carson McCullers'],9780618084746,"['Fiction', 'Classics', 'Literature', 'Novels', 'American', 'Southern', 'Literary Fiction', 'Historical', 'Historical Fiction', 'Gothic', 'Southern Gothic', 'Young Adult', 'Coming Of Age']","Carson McCullers’ prodigious first novel was published to instant acclaim when she was just twenty-three. Set in a small town in the middle of the deep South, it is the story of John Singer, a lonely deaf-mute, and a disparate group of people who are drawn towards his kind, sympathetic nature. The owner of the café where Singer eats every day, a young girl desperate to grow up, an angry drunkard, a frustrated black doctor: each pours their heart out to Singer, their silent confidant, and he in turn changes their disenchanted lives in ways they could never imagine.",359,1940,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1385265834l/37380.jpg,"98,116",3.98,https://www.goodreads.com/book/show/310459.Roll_of_Thunder_Hear_My_Cry
Trainspotting,Mark Renton #2,['Irvine Welsh'],9780099465898,"['Fiction', 'Contemporary', 'Classics', 'Novels', 'Thriller', 'Mystery', 'Cultural', 'Scotland', 'Crime', 'Drama', 'Dark']","The bestselling novel by Irvine Welsh that provided the inspiration for Danny Boyle’s hit film'Choose us. Choose life. Choose mortgage payments; choose washing machines; choose cars; choose sitting oan a couch watching mind-numbing and spirit-crushing game shows, stuffing fuckin junk food intae yir mooth. Choose rotting away, pishing and shiteing yersel in a home, a total fuckin embarrassment tae the selfish, fucked-up brats ye've produced. Choose life.",431,1993,Scots,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1353033083l/135836.jpg,"167,887",4.05,https://www.goodreads.com/book/show/310459.Roll_of_Thunder_Hear_My_Cry
The Diving Bell and the Butterfly,,"['Jean-Dominique Bauby', 'Jeremy Leggatt']",9780375701214,"['Nonfiction', 'Autobiography', 'Memoir', 'Biography', 'Biography Memoir', 'Cultural', 'France', 'Health', 'Medicine', 'Medical', 'Classics', 'Disability']","‘Locked-in syndrome: paralysed from head to toe, the patient, his mind intact, is imprisoned inside his own body, unable to speak or move. In my case, blinking my left eyelid is my only means of communication.’In December 1995, Jean-Dominique Bauby, editor-in-chief of French ‘Elle’ and the father of two young children, suffered a massive stroke and found himself paralysed and speechless, but entirely conscious, trapped by what doctors call ‘locked-in syndrome’. Using his only functioning muscle – his left eyelid – he began dictating this remarkable story, painstakingly spelling it out letter by letter.His book offers a haunting, harrowing look inside the cruel prison of locked-in syndrome, but it is also a triumph of the human spirit.",132,1997,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1336930564l/193755.jpg,"69,375",3.95,https://www.goodreads.com/book/show/310459.Roll_of_Thunder_Hear_My_Cry
Marley and Me: Life and Love With the World's Worst Dog,,['John Grogan'],9780739461198,"['Nonfiction', 'Animals', 'Autobiography', 'Memoir', 'Biography', 'Dogs', 'Humor', 'Biography Memoir', 'Adult', 'Contemporary']","John and Jenny were just beginning their life together. They were young and in love, with a perfect little house and not a care in the world. Then they brought home Marley, a wiggly yellow furball of a puppy. Life would never be the same.Marley quickly grew into a barreling, ninety-seven-pound streamroller of a Labrador retriever, a dog like no other. He crashed through screen doors, gouged through drywall, flung drool on guests, stole women's undergarments, and ate nearly everything he could get his mouth around, including couches and fine jewelry. Obedience school did no good—Marley was expelled. Neither did the tranquilizers the veterinarian prescribed for him with the admonishment, ""Don't hesitate to use these.""And yet Marley's heart was pure. Just as he joyfully refused any limits on his behavior, his love and loyalty were boundless, too. Marley shared the couple's joy at their first pregnancy, and their heartbreak over the miscarriage. He was there when babies finally arrived and when the screams of a seventeen-year-old stabbing victim pierced the night. Marley shut down a public beach and managed to land a role in a feature-length movie, always winning hearts as he made a mess of things. Through it all, he remained steadfast, a model of devotion, even when his family was at its wit's end. Unconditional love, they would learn, comes in many forms.",291,2005,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1308858322l/12691.jpg,"462,621",4.12,https://www.goodreads.com/book/show/310459.Roll_of_Thunder_Hear_My_Cry
The Art of Happiness,,"['Dalai Lama XIV', 'Howard C. Cutler']",9781573221115,"['Nonfiction', 'Philosophy', 'Spirituality', 'Self Help', 'Religion', 'Buddhism', 'Psychology', 'Personal Development', 'Inspirational', 'Biography']","Nearly every time you see him, he's laughing, or at least smiling. And he makes everyone else around him feel like smiling. He's the Dalai Lama, the spiritual and temporal leader of Tibet, a Nobel Prize winner, and an increasingly popular speaker and statesman. What's more, he'll tell you that happiness is the purpose of life, and that ""the very motion of our life is towards happiness."" How to get there has always been the question. He's tried to answer it before, but he's never had the help of a psychiatrist to get the message across in a context we can easily understand. Through conversations, stories, and meditations, the Dalai Lama shows us how to defeat day-to-day anxiety, insecurity, anger, and discouragement. Together with Dr. Cutler, he explores many facets of everyday life, including relationships, loss, and the pursuit of wealth, to illustrate how to ride through life's obstacles on a deep and abiding source of inner peace.",336,1998,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1309287434l/38210.jpg,"105,292",4.14,https://www.goodreads.com/book/show/310459.Roll_of_Thunder_Hear_My_Cry
The Bluest Eye,,['Toni Morrison'],9780452287068,"['Fiction', 'Classics', 'Historical', 'Historical Fiction', 'Cultural', 'African American', 'Race', 'Novels', 'Literature', 'Literary Fiction', 'Academic', 'School', 'Adult']","The Bluest Eyeis Toni Morrison's first novel, a book heralded for its richness of language and boldness of vision. Set in the author's girlhood hometown of Lorain, Ohio, it tells the story of black, eleven-year-old Pecola Breedlove. Pecola prays for her eyes to turn blue so that she will be as beautiful and beloved as all the blond, blue-eyed children in America. In the autumn of 1941, the year the marigolds in the Breedloves' garden do not bloom. Pecola's life does change- in painful, devastating ways.What its vivid evocation of the fear and loneliness at the heart of a child's yearning, and the tragedy of its fulfillment.The Bluest Eyeremains one of Toni Morrisons's most powerful, unforgettable novels- and a significant work of American fiction.",216,1970,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388208495l/11337.jpg,"197,163",4.08,https://www.goodreads.com/book/show/310459.Roll_of_Thunder_Hear_My_Cry
,None,None,,[],None,None,2006,,,,,https://www.goodreads.com/book/show/310459.Roll_of_Thunder_Hear_My_Cry
Houdini Heart,,['Ki Longfellow'],9780975925515,"['Horror', 'Fantasy', 'Fiction', 'Mystery', 'Magical Realism', 'Gothic', 'Literature', 'Thriller', 'Supernatural', 'Novels']","HOUDINI HEART harkens back to the masters of suspenseful supernatural horror: Poe, Lovecraft, Shirley Jackson, but speaks with a wholly fresh voice. Once caught in its pages, there's no escaping Longfellow's terrible tale. Weeks ago, she was one of Hollywood's biggest writers, wed to one of its greatest stars. The doting mother of their golden child. But now? She's alone, tortured by a horrifying secret no woman could bear. Pursued by those she can't outrun, anguished by a guilt she can't endure, and driven close to madness, she flees to the one place she's ever called home: a small town in Vermont where River House still stands. To a child, the splendid hotel was mysterious and magical and all its glamorous guests knew delicious secrets. Cocooned in its walls, she will write one last book. Her atonement? Or her suicide note? But life is never as you dream it, and River House isn't what she'd always imagined it was. Intense, literary, and harrowing, Houdini Heart is a tale of bone-chilling horror, emotional torment, and psychological terror. Gripped by River House, trapped in an aging hotel of mirrors only Houdini could escape, how much can haunt a mind before it too is only a thing once imagined? ""A haunting and disturbing journey through the psyche.""-Erika Mailman, Author of ""The Witch's Trinity""",254,2011,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1510418043l/11324204._SY475_.jpg,"10,443",3.75,https://www.goodreads.com/book/show/310459.Roll_of_Thunder_Hear_My_Cry
Still Alice,,['Lisa Genova'],9780595440092,"['Fiction', 'Contemporary', 'Psychology', 'Book Club', 'Adult Fiction', 'Adult', 'Audiobook', 'Medical', 'Realistic Fiction', 'Drama']","Still Aliceis a compelling debut novel about a 50-year-old woman's sudden descent into early onset Alzheimer's disease, written by first-time author Lisa Genova, who holds a Ph. D in neuroscience from Harvard University.Alice Howland, happily married with three grown children and a house on the Cape, is a celebrated Harvard professor at the height of her career when she notices a forgetfulness creeping into her life. As confusion starts to cloud her thinking and her memory begins to fail her, she receives a devastating diagnosis: early onset Alzheimer's disease. Fiercely independent, Alice struggles to maintain her lifestyle and live in the moment, even as her sense of self is being stripped away. In turns heartbreaking, inspiring and terrifying, Still Alice captures in remarkable detail what's it's like to literally lose your mind...",292,2007,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1236089972l/2153405.jpg,"316,698",4.3,https://www.goodreads.com/book/show/310459.Roll_of_Thunder_Hear_My_Cry
The Remains of the Day,,['Kazuo Ishiguro'],0679731725,"['Fiction', 'Historical', 'Historical Fiction', 'Classics', 'Literary Fiction', 'Literature', 'Novels', 'European Literature', 'British Literature', 'Contemporary', 'Audiobook']","Librarian's note: See alternate cover edition of ISBN 0571225381here.In the summer of 1956, Stevens, a long-serving butler at Darlington Hall, decides to take a motoring trip through the West Country. The six-day excursion becomes a journey into the past of Stevens and England, a past that takes in fascism, two world wars, and an unrealised love between the butler and his housekeeper.",258,1989,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327128714l/28921.jpg,"232,037",4.13,https://www.goodreads.com/book/show/310459.Roll_of_Thunder_Hear_My_Cry
All the Light We Cannot See,,['Anthony Doerr'],9781476746586,"['Historical', 'Historical Fiction', 'Fiction', 'War', 'World War II', 'Audiobook', 'Adult', 'Cultural', 'France', 'Book Club', 'Adult Fiction']","Marie-Laure lives in Paris near the Museum of Natural History, where her father works. When she is twelve, the Nazis occupy Paris and father and daughter flee to the walled citadel of Saint-Malo, where Marie-Laure’s reclusive great uncle lives in a tall house by the sea. With them they carry what might be the museum’s most valuable and dangerous jewel.In a mining town in Germany, Werner Pfennig, an orphan, grows up with his younger sister, enchanted by a crude radio they find that brings them news and stories from places they have never seen or imagined. Werner becomes an expert at building and fixing these crucial new instruments and is enlisted to use his talent to track down the resistance. Deftly interweaving the lives of Marie-Laure and Werner, Doerr illuminates the ways, against all odds, people try to be good to one another.From the highly acclaimed, multiple award-winning Anthony Doerr, the stunningly beautiful instantNew York Timesbestseller about a blind French girl and a German boy whose paths collide in occupied France as both try to survive the devastation of World War II.An alternate cover for this ISBN can be foundhere",531,2014,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1451445646l/18143977.jpg,"1,206,417",4.32,https://www.goodreads.com/book/show/310459.Roll_of_Thunder_Hear_My_Cry
White Fang,,['Jack London'],9780439236195,"['Classics', 'Fiction', 'Adventure', 'Animals', 'Young Adult', 'Historical', 'Historical Fiction', 'Literature', 'Childrens', 'Novels', 'American']","White Fang is part dog and part wolf, and the lone survivor of his family. In his lonely world, he soon learns to follow the harsh law of the North--kill or be killed. But nothing in White Fang's life can prepare him for the cruel owner who turns him into a vicious killer. Will White Fang ever know the kindness of a gentle master?",252,1906,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1475878443l/43035._SX318_.jpg,"167,600",3.99,https://www.goodreads.com/book/show/310459.Roll_of_Thunder_Hear_My_Cry
Howl’s Moving Castle,Howl's Moving Castle #1,['Diana Wynne Jones'],9780064410342,"['Fantasy', 'Young Adult', 'Fiction', 'Romance', 'Childrens', 'Middle Grade', 'Magic', 'Classics', 'Adventure', 'Audiobook']","An alternative cover for this ISBN can be foundhereSophie has the great misfortune of being the eldest of three daughters, destined to fail miserably should she ever leave home to seek her fate. But when she unwittingly attracts the ire of the Witch of the Waste, Sophie finds herself under a horrid spell that transforms her into an old lady. Her only chance at breaking it lies in the ever-moving castle in the hills: the Wizard Howl's castle. To untangle the enchantment, Sophie must handle the heartless Howl, strike a bargain with a fire demon, and meet the Witch of the Waste head-on. Along the way, she discovers that there's far more to Howl—and herself—than first meets the eye.",329,1986,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1630502935l/6294._SX318_.jpg,"261,028",4.25,https://www.goodreads.com/book/show/310459.Roll_of_Thunder_Hear_My_Cry
Different Seasons,,['Stephen King'],9780751514629,"['Horror', 'Fiction', 'Short Stories', 'Thriller', 'Mystery', 'Fantasy', 'Drama', 'Classics', 'Suspense', 'Anthologies']","Rita Hayworth and Shawshank Redemption--the most satisfying tale of unjust imprisonment and offbeat escape since The Count of Monte Cristo.Apt Pupil--a golden California schoolboy and an old man whose hideous past he uncovers enter into a fateful and chilling mutual parasitism.The Body--four rambunctious young boys venture into the Maine woods and in sunlight and thunder find life, death, and intimations of their own mortality.The Breathing Method--a tale told in a strange club about a woman determined to give birth no matter what.source: stephenking.com",560,1982,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1329662611l/39662.jpg,"190,606",4.32,https://www.goodreads.com/book/show/310459.Roll_of_Thunder_Hear_My_Cry
A Time to Kill,Jake Brigance #1,['John Grisham'],,"['Fiction', 'Mystery', 'Thriller', 'Crime', 'Suspense', 'Legal Thriller', 'Mystery Thriller', 'Drama', 'Novels', 'Adult Fiction']","An alternate cover edition for the ISBN 9780385338608 can be foundhere.Before ""The Firm"" and ""The Pelican Brief"" made him a superstar, John Grisham wrote this riveting story of retribution and justice. In this searing courtroom drama, best-selling author John Grisham probes the savage depths of racial violence, as he delivers a compelling tale of uncertain justice in a small southern town, Clanton, Mississippi.The life of a ten-year-old girl is shattered by two drunken and remorseless young men. The mostly white town reacts with shock and horror at the inhuman crime. That is, until her black father acquires an assault rifle and takes matters into his hands.For ten days, as burning crosses and the crack of sniper fire spread through the streets of Clanton, the nation sits spellbound as young defense attorney Jake Brigance struggles to save his client's life, and then his own.",738,1989,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1554303029l/32542.jpg,"754,799",4.08,https://www.goodreads.com/book/show/310459.Roll_of_Thunder_Hear_My_Cry
Brainwalker,,"['Robyn Mundell', 'Stephan Lacast']",0997652519,"['Fantasy', 'Young Adult', 'Childrens', 'Middle Grade', 'Adventure', 'Science Fiction Fantasy', 'Young Adult Fantasy', 'Fiction', 'Drama', 'New Adult']","One teen’s incredible journey may just blow his father’s mind…Fourteen-year-old Bernard thinks outside the box. The only problem is that neither his school nor his ultra-rational physicist father appreciate his unique ideas. When he reacts to a stressful situation at school by mooning the class, his suspension sends him straight to his father’s workplace. After his frustrated father leaves him unattended, Bernard does what any teen would do: wander into the particle accelerator and accidentally get transported through a wormhole!It doesn’t take long for Bernard to realize he’s in deep trouble. Not only did the wormhole drop him in the middle of a civil war over a depleted resource, but the battle is actually taking place inside his father’s brain. Bernard has one chance to save the dying side of his father’s creative brain from the tyrannical left side. Can he use his outside-the-box thinking to save his father’s life?Brainwalker is a young adult sci-fi fantasy novel that turns the world of neuroscience on its head. If you like incredible fantasy worlds, fast-paced entertainment, and the human mind, then you’ll love Robyn Mundell and Stephan Lacast’s amazing journey inside the brain.Buy Brainwalker to help the mind survive today!",260,2016,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1465002076l/30346601.jpg,"22,246",4.35,https://www.goodreads.com/book/show/310459.Roll_of_Thunder_Hear_My_Cry
She's Come Undone,,['Wally Lamb'],9780671021009,"['Fiction', 'Contemporary', 'Womens Fiction', 'Chick Lit', 'Adult Fiction', 'Young Adult', 'Coming Of Age', 'Novels', 'Adult', 'Literary Fiction', 'Drama', 'Mental Health', 'Mental Illness']","In this extraordinary coming-of-age odyssey, Wally Lamb invites us to hitch a wild ride on a journey of love, pain, and renewal with the most heartbreakingly comical heroine to come along in years.Meet Dolores Price. She's 13, wise-mouthed but wounded, having bid her childhood goodbye. Stranded in front of her bedroom TV, she spends the next few years nourishing herself with the Mallomars, potato chips, and Pepsi her anxious mother supplies. When she finally orbits into young womanhood at 257 pounds, Dolores is no stronger and life is no kinder. But this time she's determined to rise to the occasion and give herself one more chance before shereallygoes under.",465,1992,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1543505339l/5203.jpg,"326,484",3.89,https://www.goodreads.com/book/show/310459.Roll_of_Thunder_Hear_My_Cry
The Voyage of the Dawn Treader,The Chronicles of Narnia ,"['C.S. Lewis', 'Pauline Baynes']",9780061125270,"['Fantasy', 'Fiction', 'Classics', 'Young Adult', 'Childrens', 'Adventure', 'Christian', 'Middle Grade', 'Christian Fiction', 'Science Fiction Fantasy']","TheDawn Treaderwill take you places you never dreamed existed.NARNIA... the world of wicked dragons and magic spells, where the very best is brought out of even the worst people, where anything can happen (and most often does)... and where the adventure begins.TheDawn Treaderis the first ship Narnia has seen in centuries. King Caspian has built it for his voyage to find the seven lords, good men whom his evil uncle Miraz banished when he usurped the throne. The journey takes Edmund, Lucy, and their cousin Eustace to the Eastern Islands, beyond the Silver Sea, toward Aslan's country at the End of the World.",248,1952,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1343185059l/140225.jpg,"427,317",4.08,https://www.goodreads.com/book/show/310459.Roll_of_Thunder_Hear_My_Cry
,None,None,,[],None,None,2006,,,,,https://www.goodreads.com/book/show/310459.Roll_of_Thunder_Hear_My_Cry
