title,series,authors,isbn,genres,description,pages,year,language,cover_image,total_number_ratings,average_rating,book_url
The Fifth Element of Love (While I Was Learning to Become God),,['Roxana Jones'],1937296040,['Christian'],"Even with the imposed reality that surrounded her, Sybil Vaughan was able to empower herself, change her thoughts and heal her heart. She was born to make a difference but she could only do so when she realized that, this difference was her. This is the true story of a woman whose resilience made possible her transformation. Are you willing to keep reproducing the past as your present, or, are you ready for inner change and a life where the possible future is the only present there is?",0,2011,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328346358l/11798597.jpg,11,4.73,https://www.goodreads.com/book/show/13355410-issues-in-your-tissues
,None,None,,[],None,None,2010,,,,,https://www.goodreads.com/book/show/13355410-issues-in-your-tissues
Ghost Children,,['Sue Townsend'],9781569471173,"['Fiction', 'Contemporary']","She hadn't the heart to tell him she had done away with his baby. She had not wanted to commit herself. He worked with his hands, on a bench instead of a desk. He was Mr. Wrong. And yet she loved him. Seventeen years later he reappears. It unnerves her. Does he love her still? Does he hate her? They are middle-aged, they've lost their looks (he has lost his job). But they remember vividly how rapturous it was between them.",192,1997,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1312023150l/1182702.jpg,522,3.59,https://www.goodreads.com/book/show/13355410-issues-in-your-tissues
Simple Prayers,,['Michael  Golding'],9780446670869,"['Historical', 'Historical Fiction', 'Fiction', 'Magical Realism']",,320,1994,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344264350l/644583.jpg,139,4.08,https://www.goodreads.com/book/show/13355410-issues-in-your-tissues
Oracle - Sunken Earth,Oracle #1,"['C.W. Trisef', 'Giuseppe Lipari']",1463559216,"['Fantasy', 'Young Adult', 'Fiction', 'Adventure']","From the Back CoverFall, current day, Atlantic Ocean. Another hurricane tears through the Bahamas, headed for Florida. Among the wreckage: a U.S. Coast Guard rescue boat, one survivor (Ret Cooper), and a spherical object of curious design (the Oracle)Ret Cooper is a simple young man with mysterious origins, unique physical features, and no memory of his past. His new family and friends discover he is truly extraordinary, with supernatural powers and strange scars on the palms of his hands. But what is his destiny?The Oracle is the key to Earth's unity and full potential, too perfect to be man-made. Legend claims it can unleash limitless power when filled with Mother Nature's six, pure, original elements. But where are these elements? And which of our planet's ancient secrets will be explained in the process of locating them?The first book from new author C.W. Trisef will have you cheering for Ret as he travels a submerged road, discovers a lost city, climbs an electrifying mountain, and begins to unravel the mystery of the Oracle ... all during his first year of high school.",348,2011,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328346138l/11790393.jpg,195,3.88,https://www.goodreads.com/book/show/13355410-issues-in-your-tissues
Share The Well,,"['Rob Wegner / Michelle Wegner', 'Michelle Wegner']",9780984287468,[],None,0,2011,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1345556944l/10355139.jpg,11,4.91,https://www.goodreads.com/book/show/13355410-issues-in-your-tissues
True Woman,,['Gregor Golob'],1463743955,[],,46,2011,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1331907123l/12262737.jpg,3,4.67,https://www.goodreads.com/book/show/13355410-issues-in-your-tissues
,None,None,,[],None,None,2011,,,,,https://www.goodreads.com/book/show/13355410-issues-in-your-tissues
The Gray Warriors,,['Carol Lavelle Snow'],9780595523276,[],"Josh Phillips-a former speech teacher turned pilot and mechanic-is almost killed by communist terrorists while maintaining helicopters for an oil exploration company in the jungles of Peru. Within a year he returns to Peru to maintain aircraft for the DEA as part of Operation Snowcap, where he takes part in daring rescues of missionaries, teachers, and DEA agents, where he and the crew with him have their helicopter shot out from under them and hide out in a swamp with 200 terrorists looking for them, and where he and about 90 other men face 600 terrorists, the trained forces of communists and drug traffickers, in the Battle of Santa Lucia.",192,2008,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347938932l/7049463.jpg,2,5.0,https://www.goodreads.com/book/show/13355410-issues-in-your-tissues
,None,None,,[],None,None,1999,,,,,https://www.goodreads.com/book/show/13355410-issues-in-your-tissues
Heartstone: A Journey out of the midnight of my soul,,['Tim  Young'],9781449976286,['Christian'],"Heartstone is a journey of destiny, a story of a life turned upside-down for the best possible reason. Step into the story and discover what happens when a broken life has a head on collision with a broken world! This book isn’t for the faint of heart. It’s for those who have the courage to face life head on and walk it out with God!Come and take a journey with me through the pages of my personal failure, defeat, lost expectations, and my final devastation. Heartstone is a story about a people who faced the giants that we all face, and the keys God gave them (and has given each of us) to deal with those giants and turn theirs and our broken solitude into a field of dreams.The truth of God’s word is that He has already written the story of your life. It is time for you to read that story and find your road home. God’s truth is that He has a plan for you that is good and not for evil. A plan where you win in the end.Let Heartstone be the beginning of your journey home. This time the happy ending will be your own.He wants you to have a beautiful ending!",182,2011,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327120962l/12328286.jpg,18,4.44,https://www.goodreads.com/book/show/13355410-issues-in-your-tissues
Confessions of a Pagan Nun,,['Kate Horsley'],9781570629136,"['Historical', 'Historical Fiction', 'Fiction', 'Cultural', 'Ireland', 'Religion', 'Spirituality', 'Fantasy', 'European Literature', 'Irish Literature', 'Medieval', 'Paganism']","Cloistered in a stone cell at the monastery of Saint Brigit, a sixth-century Irish nun secretly records the memories of her Pagan youth, interrupting her assigned task of transcribing Augustine and Patrick. She also writes of her fiercely independent mother, whose skill with healing plants and inner strength she inherited. She writes of her druid teacher, the brusque but magnetic Giannon, who first introduced her to the mysteries of written language. But disturbing events at the cloister keep intervening. As the monastery is rent by vague and fantastic accusations, Gwynneve's words become the one force that can save her from annihilation.",191,2001,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1435927532l/20059._SY475_.jpg,"2,468",3.88,https://www.goodreads.com/book/show/13355410-issues-in-your-tissues
The Way I See It...,,['Randy Petsch'],9780741465214,[],"The Way I See It is a refreshing new look at American society. The author depicts its progression over the past 100 years, into this chaotic time we now find ourselves. But, this is a point of view with an interesting twist: an exploration of select governmental and social decisions of the century that significantly changed the way Americans live. These pages take you on a journey from the advent of the automobile, to the election of the first black President of the United States, suggesting how those events—and everything in between—helped to shape, and perhaps destroy, the greatest country in the world",244,2011,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1329310742l/12006931.jpg,6,3.83,https://www.goodreads.com/book/show/13355410-issues-in-your-tissues
Winterdance: The Fine Madness of Running the Iditarod,,['Gary Paulsen'],9780156001458,"['Nonfiction', 'Autobiography', 'Memoir', 'Adventure', 'Animals', 'Dogs', 'Sports', 'Biography', 'Travel', 'Humor', 'Biography Memoir']",,272,1994,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1448673588l/2923._SY475_.jpg,"6,337",4.27,https://www.goodreads.com/book/show/13355410-issues-in-your-tissues
The Love Den Diaries - Volume 1,,['Midnite Love'],,[],None,0,2011,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1357562737l/12368485.jpg,6,4.67,https://www.goodreads.com/book/show/13355410-issues-in-your-tissues
The King of Children: The Life and Death of Janusz Korczak,,['Betty Jean Lifton'],9780312155605,"['Biography', 'History', 'World War II', 'Holocaust', 'Nonfiction', 'War']","A classic as stirring asSchindler's List,The King of Childrenis the acclaimed biography of the first advocate of children's rights and the man known as the savior of hundreds of orphans in the Warsaw ghetto.Janusz Korczak was known throughout Europe as a Pied Piper of destitute children even before the onslaught of World War II. But on August 6, 1942, Korczak stepped into legend. Refusing offers for his own safety, and with defiant dignity, he led the orphans under his care in the Warsaw Ghetto to the trains that would take them to Treblinka.An educator and pediatrician, Korczak, a Polish Jew, introduced progressive orphanages for both the Jewish and Catholic children in Warsaw. Determined to shield his children from the injustices of the adult world, he built these orphanages into ""just communities"" with their own parliaments and children's courts. Korczak also founded the first national children's newspaper, testified on behalf of children in juvenile courts, and trained teachers and parents in ""moral education,"" with his booksHow to Love a ChildandHow to Respect a Child.The King of Childrenis now recognized as a classic work for educators, historians, parents, and anyone who lives or works with a child.ANew York TimesNotable Book of the Year",416,1988,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1312016642l/790463.jpg,116,4.5,https://www.goodreads.com/book/show/13355410-issues-in-your-tissues
Creative Exercises to Inspire,,['Heidi Angell'],,[],,25,2011,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1313700787l/12393272.jpg,3,4.33,https://www.goodreads.com/book/show/13355410-issues-in-your-tissues
Expedition Green Gold,,['Benjamin Richards'],,[],"When a rare plant living within the deepest reaches of the Amazon rain forest is discovered to contain a miracle disease cure, a high powered pharmacologist teams up with a renegade botanist in the search for GREEN GOLD…But they soon learn that they are not the only ones who seek the life-giving plant.Excerpt:“Scary, isn’t it?” Task whispered. “Think about the situation here: A group of invaluable rare plants that are indigenous to Peru now live within the borders of one of the dirt-poorest nations on earth--Madagascar--in a natural environment. But the technology and research that make the plants so valuable come from the United States.”",198,2011,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327953699l/12390660.jpg,1,5.0,https://www.goodreads.com/book/show/13355410-issues-in-your-tissues
Plus One: A Year in the Life of a Hollywood Nobody,,['Claire Fordham'],9780758209184,[],"- Plus One will appeal to fans of edgy memoirs like True Tales from a Magnificent and Clumsy Life by Laurie Notaro, Why I'm Like This by Cynthia Kaplan and Under theDuvet by Marian Keyes",223,2005,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1182352819l/1263250._SY475_.jpg,25,3.64,https://www.goodreads.com/book/show/13355410-issues-in-your-tissues
The Girl in the Box,,['Sheila Dalton'],9781926607269,"['Fiction', 'Mystery', 'Literary Fiction', 'Contemporary']","Caitlin Shaughnessy, a Canadian journalist, discovers that Inez, a traumatized young Mayan woman originally from Guatemala, has killed Caitlin's psychoanalyst partner, Dr. Jerry Simpson. Simpson brought the girl, who may be autistic, back to Canada as an act of mercy and to attempt to treat her obvious trauma. Cailin desperately needs to find out why this terrible incident occurred so she can find the strength to forgive and move on with her life.Inez, whose sense of wonder and innocence touches all who meet her, becomes a focal point for many of the Canadians who encounter her. As Caitlin struggles to uncover the truth about Inez's relationship with Jerry, Inez struggles to break free of the projections of others. Each must confront her own anger and despair. The doctors in the north have an iciness that matches their surroundings, a kind of clinical armour that Caitlin must penetrate if she is to reach Inez.The Girl in the Boxis a psychological drama of the highest order and a gripping tale of intrigue and passion.",382,2011,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1299802017l/10766169.jpg,101,3.85,https://www.goodreads.com/book/show/13355410-issues-in-your-tissues
I Escaped from Auschwitz,,['Rudolf Vrba'],9781569802328,"['History', 'Nonfiction', 'World War II', 'Holocaust', 'Biography', 'War', 'Autobiography', 'Memoir', 'Historical', 'Biography Memoir']",,447,1963,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347711227l/775198.jpg,"4,899",4.45,https://www.goodreads.com/book/show/13355410-issues-in-your-tissues
Kings of Colorado,,['David E. Hilton'],9781439183830,"['Fiction', 'Animals', 'Horses', 'Young Adult', 'Historical', 'Historical Fiction', 'Adult', 'Coming Of Age', 'Adult Fiction', 'Contemporary', 'Novels']","""A heartfelt portrait of young men in a bygone age” (Kirkus Reviews) about troubled boys, wild horses, and the high price of a childhood lost.Thirteen-year-old William Sheppard stabs his abusive father and is sent to the Swope Ranch Boys Reformatory, setting off a string of events that ultimately leads to a horrifying end in the Colorado mountains. Along the way, he befriends three boys who become his surrogate family. Their work together taming horses brings peace, as the boys struggle to survive a world of hurt and shocking cruelty wherein the only thing they can rely on is each other as the laws of normal society are stripped away.With a backbone of heart-wrenching suspense,Kings of Coloradois a beautiful portrayal of brotherhood set against the nobility, danger, and wildness of youth and horses. The bonds between man and beast, along with other themes of community, friendship, and atonement are boldly explored on every page.Kings of Coloradoillustrates just how easily innocence can be stripped away, robbing us of something most precious: childhood.",304,2011,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348062355l/11578036.jpg,881,4.13,https://www.goodreads.com/book/show/13355410-issues-in-your-tissues
Skybreaker,Matt Cruse #2,['Kenneth Oppel'],9780060532291,"['Young Adult', 'Fantasy', 'Science Fiction', 'Steampunk', 'Adventure', 'Fiction', 'Romance', 'Historical', 'Historical Fiction', 'Teen', 'Cultural', 'Canada']","A legendary ghost ship. An incredible treasure. A death-defying adventure.Forty years ago, the airshipHyperionvanished with untold riches in its hold. Now, accompanied by heiress Kate de Vries and a mysterious gypsy, Matt Cruse is determined to recover the ship and its treasures. But 20,000 feet above the Earth's surface, pursued by those who have hunted theHyperionsince its disappearance, and surrounded by deadly high-altitude life forms, Matt and his companions soon find themselves fighting not only for theHyperion—but for their very lives.",560,2005,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1441847577l/428036._SY475_.jpg,"11,843",4.26,https://www.goodreads.com/book/show/13355410-issues-in-your-tissues
De Vliegenvanger,De Vliegenvanger #1,['Ravelli'],9789081401,"['Fiction', 'Cultural', 'Italy', 'Historical', 'Roman']","'De Vliegenvanger' van Ravelli is de erotische en confronterende geschiedenis van een man die alle emotionele risico's in het leven probeert te omzeilen.'Houd God voor ogen en je gulp gesloten"" Met dit advies wordt de Limburgse Peter naar het seminarie gestuurd. Tevergeefs. De Vliegenvanger vertelt het meeslepende liefdesverhaal van een student die een intieme relatie heeft met een meisje en tegelijkertijd verliefd is op een jongen. Voor deze 'dubbele fout' wordt hij verbannen uit het klooster waar hij zijn opleiding volgt. De ontspoorde geestelijke vlucht uit schaamte naar het buitenland, waar hij een leven leidt vol passie en bedrog.Hij besluit charlatan te worden – alleen al vanwege het woord – en verheft zichzelf in de adelstand. Als Graaf Ravelli maakt hij furore in Rome en wordt de minnaar van een barones die hem introduceert in de betere kringen. Na een paar uitbundige misverstanden eindigt Peter als bedelaar en besluit terug te keren naar Nederland, waar de Tweede Wereldoorlog is uitgebroken. Hij raakt betrokken bij het actieve verzet, wordt gevangen genomen en ter dood veroordeeld. Peter heeft de gave om zowel linkshandig als rechtshandig vliegen uit de lucht te plukken. Een talent dat zijn leven zal redden. Hij wordt aangesteld als de vliegenvanger in dienst van het Derde Rijk. Zijn taak is het kantoor van de kampcommandant vliegvrij te houden. Dat lukt. De beloning is zijn leven.Naar een paar bruisende liefdesavonturen besluit hij uiteindelijk op zoek te gaan naar de twee grote liefdes uit zijn jeugd. Op latere leeftijd schrijft de verzamelaar van verboden liefdes zijn memoires. De memoires zijn nooit gepubliceerd, maar zijn nu jaren later een belangrijke bron van inspiratie geweest voor 'De Vliegenvanger' van Ravelli.",480,2011,Dutch,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1315252591l/12530077.jpg,394,3.68,https://www.goodreads.com/book/show/13355410-issues-in-your-tissues
Dreamscape,,['Rose Anderson'],9781610345606,"['Science Fiction', 'Time Travel', 'Romance', 'Historical Romance', 'Contemporary Romance', 'Paranormal Romance']",,0,2011,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1314918220l/12448098.jpg,37,4.19,https://www.goodreads.com/book/show/13355410-issues-in-your-tissues
The Hopeless Christiantic,,['David A. Santos'],9781463532680,[],"Christian Romance Humor.Das, a single Christian teenager from high school tries to pursue love with a very attractive new girl who transferred mid year, but faces lots of problems when his best friend, the biggest player in the school intervenes and pursues her as well. Who will win the new girls heart? Rumors run ramped and all friendship is lost when these two young men battle it out for the love of the popular new girl.Meanwhile, Das' pesky neighbor (Stephanie) tries to persuade Das into going out with her sister (Jessica). What started off as a favor to Stephanie turned into blackmail when things start to go sour between Das and Jessica.With drama lurking every where he turns. What will Das do and who will he turn to for help to escape it and yet still find that one true love?",96,2011,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347768679l/11948087.jpg,11,4.0,https://www.goodreads.com/book/show/13355410-issues-in-your-tissues
"Breaking Night: A Memoir of Forgiveness, Survival, and My Journey from Homeless to Harvard",,['Liz Murray'],9780786868919,"['Autobiography', 'Memoir', 'Nonfiction', 'Biography', 'Biography Memoir', 'Inspirational', 'Adult', 'Social Science', 'Social Work', 'Academic', 'School', 'Book Club']","In the vein ofThe Glass Castle,Breaking Nightis the stunning memoir of a young woman who at age fifteen was living on the streets, and who eventually made it into Harvard.Liz Murray was born to loving but drug-addicted parents in the Bronx. In school she was taunted for her dirty clothing and lice-infested hair, eventually skipping so many classes that she was put into a girls' home. At age fifteen, when her family finally unraveled, Murray found herself on the streets. She learned to scrape by, foraging for food and riding subways all night to have a warm place to sleep.Eventually, Murray decided to take control of her own destiny and go back to high school, often completing her assignments in the hallways and subway stations where she slept. She squeezed four years of high school into two, while homeless; won aNew York Timesscholarship; and made it into the Ivy League.Breaking Nightis an unforgettable and beautifully written story of one young woman's indomitable spirit to survive and prevail, against all odds.",334,2010,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442723929l/1432370._SX318_.jpg,"20,531",4.15,https://www.goodreads.com/book/show/13355410-issues-in-your-tissues
