title,series,authors,isbn,genres,description,pages,year,language,cover_image,total_number_ratings,average_rating,book_url
Caraval,Caraval #1,['Stephanie Garber'],9781250095251,"['Fantasy', 'Young Adult', 'Romance', 'Fiction', 'Young Adult Fantasy', 'Magic', 'Mystery', 'Audiobook', 'Adventure', 'High Fantasy']","A legendary competition.A mesmerizing romance.An unbreakable bondbetween two sisters.Scarlett Dragna has never left the tiny island where she and her sister, Tella, live with their powerful, and cruel, father. Now Scarlett’s father has arranged a marriage for her, and Scarlett thinks her dreams of seeing Caraval—the faraway, once-a-year performance where the audience participates in the show—are over.But this year, Scarlett’s long-dreamt-of invitation finally arrives. With the help of a mysterious sailor, Tella whisks Scarlett away to the show. Only, as soon as they arrive, Tella is kidnapped by Caraval’s mastermind organizer, Legend. It turns out that this season’s Caraval revolves around Tella, and whoever finds her first is the winner.Scarlett has been told that everything that happens during Caraval is only an elaborate performance. Nevertheless she becomes enmeshed in a game of love, heartbreak, and magic. And whether Caraval is real or not, Scarlett must find Tella before the five nights of the game are over or a dangerous domino effect of consequences will be set off, and her beloved sister will disappear forever.Welcome, welcome toCaraval. . . beware of getting swept too far away.",407,2017,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1465563623l/27883214.jpg,"216,115",3.97,https://www.goodreads.com/book/show/21409704-sanctuary
Lady Chatterley's Lover,,['D.H. Lawrence'],9780394604305,"['Classics', 'Fiction', 'Romance', 'Literature', 'Novels', 'Adult Fiction', 'Erotica', 'Banned Books', 'European Literature', 'British Literature', 'Historical', 'Historical Fiction', '20th Century']","Lady Chatterley's Lover is a novel by D. H. Lawrence, first published privately in 1928 in Italy, and in 1929 in France and Australia.[1] An unexpurgated edition was not published openly in the United Kingdom until 1960, when it was the subject of a watershed obscenity trial against the publisher Penguin Books. Penguin won the case, and quickly sold 3 million copies.[1] The book soon became notorious for its story of the physical (and emotional) relationship between a working class man and an upper class woman, its explicit descriptions of sex, and its use of then-unprintable words.The story is said to have originated from events in Lawrence's own unhappy domestic life, and he took inspiration for the settings of the book from Eastwood, Nottinghamshire, where he grew up. According to some critics, the fling of Lady Ottoline Morrell with ""Tiger"", a young stonemason who came to carve plinths for her garden statues, also influenced the story...Summary : The story concerns a young married woman, the former Constance Reid (Lady Chatterley), whose upper class husband, Sir Clifford Chatterley, described as a handsome, well-built man, has been paralysed from the waist down due to a Great War injury. In addition to Clifford's physical limitations, his emotional neglect of Constance forces distance between the couple. Her sexual frustration leads her into an affair with the gamekeeper, Oliver Mellors, the novel's title character. The class difference between the couple highlights a major motif of the novel which is the unfair dominance of intellectuals over the working class. The novel is about Constance's realization that she cannot live with the mind alone; she must also be alive physically. This realization stems from a heightened sexual experience Constance has only felt with Mellors, suggesting that love can only happen with the element of the body, not the mind...Extrait : This was in 1920. They returned, Clifford and Constance, to his home, Wragby Hall, the family ‘seat’. His father had died, Clifford was now a baronet, Sir Clifford, and Constance was Lady Chatterley. They came to start housekeeping and married life in the rather forlorn home of the Chatterleys on a rather inadequate income. Clifford had a sister, but she had departed. Otherwise there were no near relatives. The elder brother was dead in the war. Crippled for ever, knowing he could never have any children, Clifford came home to the smoky Midlands to keep the Chatterley name alive while he could.He was not really downcast. He could wheel himself about in a wheeled chair, and he had a bath-chair with a small motor attachment, so he could drive himself slowly round the garden and into the line melancholy park, of which he was really so proud, though he pretended to be flippant about it.Having suffered so much, the capacity for suffering had to some extent left him. He remained strange and bright and cheerful, almost, one might say, chirpy, with his ruddy, healthy-looking face, arid his pale-blue, challenging bright eyes. His shoulders were broad and strong, his hands were very strong...Biography : David Herbert Richards ""D. H."" Lawrence (11 September 1885 – 2 March 1930) was an English novelist, poet, playwright, essayist, literary critic and painter. His collected works represent, among other things, an extended reflection upon the dehumanising effects of modernity and industrialisation. Some of the issues Lawrence explores are emotional health, vitality, spontaneity and instinct.Lawrence's opinions earned him many enemies and he endured official persecution, censorship, and misrepresentation of his creative work throughout the second half of his life, much of which he spent in a voluntary exile which he called his ""savage pilgrimage""...",0,1928,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1486861180l/34230427._SY475_.jpg,"109,799",3.5,https://www.goodreads.com/book/show/21409704-sanctuary
Something in the Water,,['Catherine Steadman'],9781524797188,"['Fiction', 'Thriller', 'Mystery', 'Audiobook', 'Mystery Thriller', 'Suspense', 'Adult', 'Crime', 'Psychological Thriller', 'Contemporary']","If you could make one simple choice that would change your life forever, would you?Erin is a documentary filmmaker on the brink of a professional breakthrough, Mark a handsome investment banker with big plans. Passionately in love, they embark on a dream honeymoon to the tropical island of Bora Bora, where they enjoy the sun, the sand, and each other. Then, while scuba diving in the crystal blue sea, they find something in the water. . . .Could the life of your dreams be the stuff of nightmares?Suddenly the newlyweds must make a dangerous choice: to speak out or to protect their secret. After all, if no one else knows, who would be hurt? Their decision will trigger a devastating chain of events. . . .Have you ever wondered how long it takes to dig a grave?Wonder no longer. Catherine Steadman's enthralling voice shines throughout this spellbinding debut novel. With piercing insight and fascinating twists,Something in the Waterchallenges the reader to confront the hopes we desperately cling to, the ideals we're tempted to abandon, and the perfect lies we tell ourselves.",342,2018,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1528120440l/36388243._SY475_.jpg,"145,135",3.59,https://www.goodreads.com/book/show/21409704-sanctuary
Il cavaliere inesistente,I nostri antenati #3,['Italo Calvino'],9788804370864,"['Fiction', 'Classics', 'European Literature', 'Italian Literature', 'Fantasy', 'Cultural', 'Italy', 'Novels', 'Literature', 'Historical', 'Historical Fiction', 'Academic', 'School', 'Magical Realism']","Suor Teodora narra la storia di Agilulfo, cavaliere senza corpo, di cui vive solo l'armatura. Mentre Carlo Magno assedia Parigi, Agilulfo, dopo essersi coperto di gloria, decide di partire alla ricerca di Sofronia, fanciulla da lui salvata quindici anni prima. Accompagnato dallo scudiero Gurdulù, attraverso numerose peripezie, inseguito dalla guerriera Bradamante innamorata di lui, Agilulfo riesce a trovare Sofronia, ma credendola macchiata di gravi peccati, decide di scomparire. Si sveste dell'armatura e la consegna a Rambaldo, giovane compagno d'armi. Sarà ora questi a proseguire nella bianca corazza, le gesta del cavaliere senza corpo.",126,1959,Italian,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1538323409l/174465._SY475_.jpg,"15,119",3.88,https://www.goodreads.com/book/show/21409704-sanctuary
Unbearable Lightness: A Story of Loss and Gain,,['Portia de Rossi'],9781439177808,"['Nonfiction', 'Autobiography', 'Memoir', 'Biography', 'LGBT', 'Health', 'Mental Health', 'Biography Memoir', 'Psychology', 'Mental Illness', 'Queer']","“I didn’t decide to become anorexic. It snuck up on me disguised as a healthy diet, a professional attitude. Being as thin as possible was a way to make the job of being an actress easier . . .”Portia de Rossi weighed only 82 pounds when she collapsed on the set of the Hollywood film in which she was playing her first leading role. This should have been the culmination of all her years of hard work—first as a child model in Australia, then as a cast member of one of the hottest shows on American television. On the outside she was thin and blond, glamorous and successful. On the inside, she was literally dying.In this searing, unflinchingly honest book, Portia de Rossi captures the complex emotional truth of what it is like when food, weight, and body image take priority over every other human impulse or action. She recounts the elaborate rituals around eating that came to dominate hours of every day, from keeping her daily calorie intake below 300 to eating precisely measured amounts of food out of specific bowls and only with certain utensils. When this wasn’t enough, she resorted to purging and compulsive physical exercise, driving her body and spirit to the breaking point.Even as she rose to fame as a cast member of the hit television shows Ally McBeal and Arrested Development, Portia alternately starved herself and binged, all the while terrified that the truth of her sexuality would be exposed in the tabloids. She reveals the heartache and fear that accompany a life lived in the closet, a sense of isolation that was only magnified by her unrelenting desire to be ever thinner. With the storytelling skills of a great novelist and the eye for detail of a poet, Portia makes transparent as never before the behaviors and emotions of someone living with an eating disorder.From her lowest point, Portia began the painful climb back to a life of health and honesty, falling in love with and eventually marrying Ellen DeGeneres, and emerging as an outspoken and articulate advocate for gay rights and women’s health issues.In this remarkable and beautifully written work, Portia shines a bright light on a dark subject. A crucial book for all those who might sometimes feel at war with themselves or their bodies, Unbearable Lightness is a story that inspires hope and nourishes the spirit.",320,2010,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1292739170l/9219901.jpg,"42,646",3.79,https://www.goodreads.com/book/show/21409704-sanctuary
,None,None,,[],None,None,1886,,,,,https://www.goodreads.com/book/show/21409704-sanctuary
The Improbable Wonders of Moojie Littleman,,['Robin  Gregory'],1942545002,"['Fiction', 'Magical Realism', 'Young Adult', 'Fantasy', 'New Adult', 'Adult', 'Novels', 'Adventure', 'Teen', 'Magic']","Moojie Littleman, a biracial and partially-disabled foundling, lives with his adoptive grandfather. Unable to connect with hardhearted, racist ""Pappy,"" Moojie reaches out to a secret, otherworldly clan. Following a series of trials, Moojie is called to a great destiny ... if only he can survive one last terrifying trial. Welcome to the mythical 1900s world of mayhem and merriment, where miracles are as real as the extraterrestrials and noxious spirits roaming the ancestral site of decimated American Indians.From screenwriter and award-winning novelist, Robin Gregory, comes a masterful début about family and first love, magic and miracles--brimming with compassion, lyricism, and originality. Winner of 22 awards.",294,2015,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1439240034l/26075634.jpg,610,4.22,https://www.goodreads.com/book/show/21409704-sanctuary
Slammed,Slammed #1,['Colleen Hoover'],1476715904,"['Romance', 'New Adult', 'Young Adult', 'Contemporary', 'Contemporary Romance', 'Fiction', 'Womens Fiction', 'Chick Lit', 'High School', 'Realistic Fiction', 'Poetry']","This is an alternate cover edition forASIN B008TRUDAS.Following the unexpected death of her father, 18-year-old Layken is forced to be the rock for both her mother and younger brother. Outwardly, she appears resilient and tenacious, but inwardly, she's losing hope.Enter Will Cooper: The attractive, 21-year-old new neighbor with an intriguing passion for slam poetry and a unique sense of humor. Within days of their introduction, Will and Layken form an intense emotional connection, leaving Layken with a renewed sense of hope.Not long after an intense, heart-stopping first date, they are slammed to the core when a shocking revelation forces their new relationship to a sudden halt. Daily interactions become impossibly painful as they struggle to find a balance between the feelings that pull them together, and the secret that keeps them apart.",354,2012,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1464826448l/30333938.jpg,"230,928",4.23,https://www.goodreads.com/book/show/21409704-sanctuary
Looking for Mr. Goodbar,,['Judith Rossner'],9780671019013,"['Fiction', 'Thriller', 'Mystery', 'Novels', 'Crime', 'Classics', 'New York', 'Mystery Thriller', 'Literary Fiction', 'Drama']","Theresa was a quietly satisfied young teacher by day. But when the sun went down, her life was an endless, faceless whirl of bars and beds and men she'd never seen before and wouldn't see again. If she couldn't find love, she took chances on men who were better than no men at all. And learned, with each new night and each new nightmare, that finding her man was only the beginning.",280,1975,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1427008448l/166982.jpg,"5,988",3.67,https://www.goodreads.com/book/show/21409704-sanctuary
Bulfinch's Mythology,,"['Thomas Bulfinch', 'Alberto Manguel']",9780375751479,"['Fantasy', 'Mythology', 'Classics', 'Fiction', 'Reference', 'Religion', 'Literature', 'Folklore', 'Classic Literature', 'Greek Mythology']","For almost a century and a half, Bulfinch's Mythology has been the text by which the great tales of the gods and goddesses, Greek and Roman antiquity; Scandinavian, Celtic, and Oriental fables and myths; and the age of chivalry have been known.The stories are divided into three sections: The Age of Fable or Stories of Gods and Heroes (first published in 1855); The Age of Chivalry (1858), which contains King Arthur and His Knights, The Mabinogeon, and The Knights of English History; and Legends of Charlemagne or Romance of the Middle Ages (1863). For the Greek myths, Bulfinch drew on Ovid and Virgil, and for the sagas of the north, from Mallet's Northern Antiquities. He provides lively versions of the myths of Zeus and Hera, Venus and Adonis, Daphne and Apollo, and their cohorts on Mount Olympus; the love story of Pygmalion and Galatea; the legends of the Trojan War and the epic wanderings of Ulysses and Aeneas; the joys of Valhalla and the furies of Thor; and the tales of Beowulf and Robin Hood.The tales are eminently readable. As Bulfinch wrote, ""Without a knowledge of mythology much of the elegant literature of our own language cannot be understood and appreciated. . . . Our book is an attempt to solve this problem, by telling the stories of mythology in such a manner as to make them a source of amusement.""Thomas Bulfinch, in his day job, was a clerk in the Merchant's Bank of Boston, an undemanding position that afforded him ample leisure time in which to pursue his other interests. In addition to serving as secretary of the Boston Society of Natural History, he thoroughly researched the myths and legends and copiously cross-referenced them with literature and art. As such, the myths are an indispensable guide to the cultural values of the nineteenth century; however, it is the vigor of the stories themselves that returns generation after generation to Bulfinch.",862,1855,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1547006952l/588147._SY475_.jpg,"11,593",4.14,https://www.goodreads.com/book/show/21409704-sanctuary
