title,series,authors,isbn,genres,description,pages,year,language,cover_image,total_number_ratings,average_rating,book_url
"Full Dark, No Stars",,['Stephen King'],9781439192566,"['Horror', 'Short Stories', 'Fiction', 'Thriller', 'Mystery', 'Suspense', 'Audiobook', 'Crime', 'Fantasy', 'Anthologies']","""I believe there is another man inside every man, a stranger..."" writes Wilfred Leland James in the early pages of the riveting confession that makes up ""1922."" the first in this pitch-black quartet of mesmerizing tales from Stephen King. For James, that stranger is awakened when his wife, Arlette, proposes selling off the family homestead and moving to Omaha, setting in motion a gruesome train of murder and madness.In ""Big Driver,"" a cozy-mystery writer named Tess encounters the stranger along a back road in Massachusetts when she takes a shortcut home after a book-club engagement. Violated and left for dead, Tess plots a revenge that will bring her face-to-face with another stranger: the one inside herself.""Fair Extension,"" the shortest of these tales, is perhaps the nastiest and certainly the funniest. Making a deal with the devil not only saves Dave Streeter from a fatal cancer but provides rich recompense for a lifetime of resentment.When her husband of more than twenty years is away on one of his business trips, Darcy Anderson looks for batteries in the garage. Her toe knocks up against a box under a worktable and she discovers the stranger inside her husband. It's a horrifying discovery, rendered with bristling intensity, and it definitely ends a good marriage.Like Different Seasons and Four Past Midnight, which generated such enduring films as The Shawshank Redemption and Stand By Me, Full Dark, No Stars proves Stephen King a master of the long story form.(front flap)Contains:1922Big DriverA Fair ExtensionA Good Marriage",368,2010,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1524583257l/7912007._SY475_.jpg,"103,111",4.05,https://www.goodreads.com/book/show/39072210-a-spark-of-light
Unaccustomed Earth,,['Jhumpa Lahiri'],9780676979343,"['Fiction', 'Short Stories', 'Cultural', 'India', 'Contemporary', 'Literary Fiction', 'Asian Literature', 'Indian Literature', 'Literature', 'Adult', 'Book Club', 'Adult Fiction']","From the internationally best-selling, Pulitzer Prize–winning author, a superbly crafted new work of fiction: eight stories—longer and more emotionally complex than any she has yet written—that take us from Cambridge and Seattle to India and Thailand as they enter the lives of sisters and brothers, fathers and mothers, daughters and sons, friends and lovers.In the stunning title story, Ruma, a young mother in a new city, is visited by her father, who carefully tends the earth of her garden, where he and his grandson form a special bond. But he’s harboring a secret from his daughter, a love affair he’s keeping all to himself. In “A Choice of Accommodations,” a husband’s attempt to turn an old friend’s wedding into a romantic getaway weekend with his wife takes a dark, revealing turn as the party lasts deep into the night. In “Only Goodness,” a sister eager to give her younger brother the perfect childhood she never had is overwhelmed by guilt, anguish, and anger when his alcoholism threatens her family. And in “Hema and Kaushik,” a trio of linked stories—a luminous, intensely compelling elegy of life, death, love, and fate—we follow the lives of a girl and boy who, one winter, share a house in Massachusetts. They travel from innocence to experience on separate, sometimes painful paths, until destiny brings them together again years later in Rome.Unaccustomed Earth is rich with Jhumpa Lahiri’s signature gifts: exquisite prose, emotional wisdom, and subtle renderings of the most intricate workings of the heart and mind. It is a masterful, dazzling work of a writer at the peak of her powers.",352,2008,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320398140l/85301.jpg,"92,342",4.07,https://www.goodreads.com/book/show/39072210-a-spark-of-light
Ethics,,"['Baruch Spinoza', 'Stuart Hampshire', 'Edwin M. Curley']",9780140435719,"['Philosophy', 'Nonfiction', 'Classics', 'Religion', 'Psychology', 'Theory', 'Literature', '17th Century', 'Politics', 'Metaphysics', 'Jewish']","Published shortly after his death, the Ethics is undoubtedly Spinoza's greatest work - an elegant, fully cohesive cosmology derived from first principles, providing a coherent picture of reality, and a guide to the meaning of an ethical life. Following a logical step-by-step format, it defines in turn the nature of God, the mind, the emotions, human bondage to the emotions, and the power of understanding - moving from a consideration of the eternal, to speculate upon humanity's place in the natural order, the nature of freedom and the path to attainable happiness. A powerful work of elegant simplicity, the Ethics is a brilliantly insightful consideration of the possibility of redemption through intense thought and philosophical reflection. The Ethics is presented in the standard translation of the work by Edwin Curley. This edition also includes an introduction by Stuart Hampshire, outlining Spinoza's philosophy and placing it in context.",186,1677,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1462223700l/205218.jpg,"14,532",4.08,https://www.goodreads.com/book/show/39072210-a-spark-of-light
This Present Darkness,Darkness #1,['Frank E. Peretti'],9781581345285,"['Fiction', 'Christian Fiction', 'Christian', 'Fantasy', 'Thriller', 'Religion', 'Spirituality', 'Faith', 'Christianity', 'Supernatural']","""For we do not wrestle against flesh and blood, but against the rulers, against the authorities, against the cosmic powers over this present darkness, against the spiritual forces of evil in the heavenly places.""Ephesians 6:12Ashton is just a typical small town. But when a skeptical reporter and a prayerful, hardworking pastor begin to investigate mysterious events, they suddenly find themselves caught up in a hideous New Age plot to enslave the townspeople, and eventually the entire human race. The physical world meets the spiritual realm as the battle rages between forces of good and evil.This Present Darkness is a gripping story that brings keen insight into spiritual warfare and the necessity of prayer. Since its original publication more than 2.7 million copies have been sold. The companion volume, Piercing the Darkness, continues the story of the battle between spiritual forces.",376,1986,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388202265l/17309.jpg,"97,976",4.22,https://www.goodreads.com/book/show/39072210-a-spark-of-light
The Island of Dr. Moreau,,"['H.G. Wells', 'Alan Lightman']",9780553214321,"['Classics', 'Science Fiction', 'Fiction', 'Horror', 'Fantasy', 'Literature', '19th Century', 'Science Fiction Fantasy', 'Novels', 'Adventure']","Librarian note: An alternative cover for this ISBN can be foundhere.Ranked among the classic novels of the English language and the inspiration for several unforgettable movies, this early work of H. G. Wells was greeted in 1896 by howls of protest from reviewers, who found it horrifying and blasphemous. They wanted to know more about the wondrous possibilities of science shown in his first book,The Time Machine, not its potential for misuse and terror. InThe Island of Dr. Moreau, a shipwrecked gentleman named Edward Prendick, stranded on a Pacific island lorded over by the notorious Dr. Moreau, confronts dark secrets, strange creatures, and a reason to run for his life.While this riveting tale was intended to be a commentary on evolution, divine creation, and the tension between human nature and culture, modern readers familiar with genetic engineering will marvel at Wells’s prediction of the ethical issues raised by producing “smarter” human beings or bringing back extinct species. These levels of interpretation add a richness to Prendick’s adventures on Dr. Moreau’s island of lost souls without distracting from what is still a rip-roaring good read.",153,1896,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388230211l/29981.jpg,"107,499",3.73,https://www.goodreads.com/book/show/39072210-a-spark-of-light
"Dark Guardian (Dark Guardian, #1)",,['Ammar Habib'],9780692802182,"['Thriller', 'Action', 'Comics', 'Superheroes', 'Fiction', 'Mystery', 'Crime']","#1 Bestseller in Superhero Fiction!Available in paperback, Kindle, and Kindle Unlimited!From Bestselling & Award-Winning author Ammar Habib comes this story of vigilante justice!For the past four years, everyone thought Ethan Daniels was dead and gone. But now he is back with a vengeance. After the gruesome death of his adopted sister at the hands of a merciless gang, there is nothing he wants more than revenge. He can't sleep. He can't think. All he hears are her cries and all he sees is her death. Ethan comes home to take on one of the world’s most notorious crime lords in his bid for revenge. Using his vast resources, advanced skills, and an arsenal of weaponry, Ethan dons the mask of a vigilante and wages a one-man-war against the crime lord’s empire. However, he doesn't expect a reunion with Katrina, the girl he loved as a boy. After multiple reencounters with her, Ethan's resolve begins to waver as he is forced to realize that he can't have both love and vengeance. Retribution exacts a price while fate—well, she has plans of her own.",334,2014,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1515162646l/32853031.jpg,"5,286",4.21,https://www.goodreads.com/book/show/39072210-a-spark-of-light
Bonk: The Curious Coupling of Science and Sex,,['Mary Roach'],9780393334791,"['Nonfiction', 'Science', 'Humor', 'Sexuality', 'Psychology', 'History', 'Biology', 'Audiobook', 'Adult', 'Medical']","InBonk,the best-selling author ofStiffturns her outrageous curiosity and insight on the most alluring scientific subject of all: sex. Can a person think herself to orgasm? Why doesn't Viagra help women-or, for that matter, pandas? Can a dead man get an erection? Is vaginal orgasm a myth? Mary Roach shows us how and why sexual arousal and orgasm-two of the most complex, delightful, and amazing scientific phenomena on earth-can be so hard to achieve and what science is doing to make the bedroom a more satisfying place.",303,2008,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1335719323l/5981308.jpg,"56,709",3.83,https://www.goodreads.com/book/show/39072210-a-spark-of-light
The Looming Tower: Al-Qaeda and the Road to 9/11,,['Lawrence Wright'],9780375414862,"['History', 'Nonfiction', 'Politics', 'War', 'Terrorism', 'Religion', 'North American Hi...', 'American History', 'Islam', 'Audiobook', 'Military Fiction']","A sweeping narrative history of the events leading to 9/11, a groundbreaking look at the people and ideas, the terrorist plans and the Western intelligence failures that culminated in the assault on America. Lawrence Wright's remarkable book is based on five years of research and hundreds of interviews that he conducted in Egypt, Saudi Arabia, Pakistan, Afghanistan, Sudan, England, France, Germany, Spain, and the United States.The Looming Towerachieves an unprecedented level of intimacy and insight by telling the story through the interweaving lives of four men: the two leaders of al-Qaeda, Osama bin Laden and Ayman al-Zawahiri; the FBI's counterterrorism chief, John O'Neill; and the former head of Saudi intelligence, Prince Turki al-Faisal.As these lives unfold, we see revealed: the crosscurrents of modern Islam that helped to radicalize Zawahiri and bin Laden . . . the birth of al-Qaeda and its unsteady development into an organization capable of the American embassy bombings in Kenya and Tanzania and the attack on the USSCole. . . O'Neill's heroic efforts to track al-Qaeda before 9/11, and his tragic death in the World Trade towers . . . Prince Turki's transformation from bin Laden's ally to his enemy . . . the failures of the FBI, CIA, and NSA to share intelligence that might have prevented the 9/11 attacks.The Looming Towerbroadens and deepens our knowledge of these signal events by taking us behind the scenes. Here is Sayyid Qutb, founder of the modern Islamist movement, lonely and despairing as he meets Western culture up close in 1940s America; the privileged childhoods of bin Laden and Zawahiri; family life in the al-Qaeda compounds of Sudan and Afghanistan; O'Neill's high-wire act in balancing his all-consuming career with his equally entangling personal life--he was living with three women, each of them unaware of the others' existence--and the nitty-gritty of turf battles among U.S. intelligence agencies.Brilliantly conceived and written,The Looming Towerdraws all elements of the story into a galvanizing narrative that adds immeasurably to our understanding of how we arrived at September 11, 2001. The richness of its new information, and the depth of its perceptions, can help us deal more wisely and effectively with the continuing terrorist threat.",469,2006,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320471617l/110890.jpg,"29,934",4.3,https://www.goodreads.com/book/show/39072210-a-spark-of-light
Sexus,The Rosy Crucifixion #1,['Henry Miller'],9780802151803,"['Fiction', 'Classics', 'Literature', 'Novels', 'Adult Fiction', 'Erotica', 'American', '20th Century', 'The United States Of America', 'Sexuality', 'Contemporary']",None,506,1949,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1281419601l/252.jpg,"9,168",3.97,https://www.goodreads.com/book/show/39072210-a-spark-of-light
Antigone,,"['Jean Anouilh', 'Lewis Galantière']",9780413308603,"['Plays', 'Classics', 'Theatre', 'Cultural', 'France', 'Drama', 'Academic', 'School', 'Fiction', 'European Literature', 'French Literature', 'Read For School', 'Fantasy', 'Mythology']","Antigone was originally produced in Paris in 1942, when France was an occupied nation and part of Hitler's Europe. The play depicts an authoritarian regime and the play's central character, the young Antigone, mirrored the predicament of the French people in the grips of tyranny. One of the masterpieces of the modern French stage.",72,1944,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1174001536l/352383.jpg,"21,613",3.79,https://www.goodreads.com/book/show/39072210-a-spark-of-light
