title,series,authors,isbn,genres,description,pages,year,language,cover_image,total_number_ratings,average_rating,book_url
Jane Eyre,,"['Charlotte Brontë', 'Sylvère Monod']",9780142437209,"['Classics', 'Fiction', 'Romance', 'Historical', 'Historical Fiction', 'Gothic', 'Literature', '19th Century', 'Academic', 'School', 'Novels']","Orphaned as a child, Jane has felt an outcast her whole young life. Her courage is tested once again when she arrives at Thornfield Hall, where she has been hired by the brooding, proud Edward Rochester to care for his ward Adèle. Jane finds herself drawn to his troubled yet kind spirit. She falls in love. Hard.But there is a terrifying secret inside the gloomy, forbidding Thornfield Hall. Is Rochester hiding from Jane? Will Jane be left heartbroken and exiled once again?",532,1847,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1557343311l/10210._SY475_.jpg,"1,781,625",4.13,https://www.goodreads.com/book/show/36529.Narrative_of_the_Life_of_Frederick_Douglass
The Chronicles of Narnia,The Chronicles of Narnia ,"['C.S. Lewis', 'Pauline Baynes']",9780066238500,"['Fantasy', 'Classics', 'Fiction', 'Young Adult', 'Childrens', 'Christian', 'Adventure', 'Middle Grade', 'Science Fiction Fantasy', 'Christian Fiction']","Librarian note:An alternate cover for this edition can be found here:2005.Journeys to the end of the world, fantastic creatures, and epic battles between good and evil—what more could any reader ask for in one book? The book that has it all isThe Lion, the Witch and the Wardrobe, written in 1949 by Clive Staples Lewis. But Lewis did not stop there. Six more books followed, and together they became known asThe Chronicles of Narnia.For the past fifty years,The Chronicles of Narniahave transcended the fantasy genre to become part of the canon of classic literature. Each of the seven books is a masterpiece, drawing the reader into a land where magic meets reality, and the result is a fictional world whose scope has fascinated generations.This edition presents all seven books—unabridged—in one impressive volume. The books are presented here in chronlogical order, each chapter graced with an illustration by the original artist, Pauline Baynes. Deceptively simple and direct,The Chronicles of Narniacontinue to captivate fans with adventures, characters, and truths that speak to readers of all ages, even fifty years after they were first published.",767,1956,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1449868701l/11127._SY475_.jpg,"573,533",4.25,https://www.goodreads.com/book/show/36529.Narrative_of_the_Life_of_Frederick_Douglass
Lord of the Flies,,['William Golding'],9780140283334,"['Classics', 'Fiction', 'Young Adult', 'Academic', 'School', 'Literature', 'Science Fiction', 'Dystopia', 'Read For School', 'Novels', 'High School', 'Adventure']","At the dawn of the next world war, a plane crashes on an uncharted island, stranding a group of schoolboys. At first, with no adult supervision, their freedom is something to celebrate; this far from civilization the boys can do anything they want. Anything. They attempt to forge their own society, failing, however, in the face of terror, sin and evil. And as order collapses, as strange howls echo in the night, as terror begins its reign, the hope of adventure seems as far from reality as the hope of being rescued. Labeled a parable, an allegory, a myth, a morality tale, a parody, a political treatise, even a vision of the apocalypse, Lord of the Flies is perhaps our most memorable novel about “the end of innocence, the darkness of man’s heart.”",182,1954,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327869409l/7624.jpg,"2,479,467",3.69,https://www.goodreads.com/book/show/36529.Narrative_of_the_Life_of_Frederick_Douglass
Romeo and Juliet,,"['William Shakespeare', 'Paul Werstine', 'Barbara A. Mowat']",9780743477116,"['Classics', 'Plays', 'Fiction', 'Romance', 'Academic', 'School', 'Drama', 'Read For School', 'Literature', 'Young Adult', 'High School', 'Poetry']","InRomeo and Juliet, Shakespeare creates a violent world, in which two young people fall in love. It is not simply that their families disapprove; the Montagues and the Capulets are engaged in a blood feud.In this death-filled setting, the movement from love at first sight to the lovers’ final union in death seems almost inevitable. And yet, this play set in an extraordinary world has become the quintessential story of young love. In part because of its exquisite language, it is easy to respond as if it were about all young lovers.",281,1597,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1630631323l/18135._SY475_.jpg,"2,228,973",3.75,https://www.goodreads.com/book/show/36529.Narrative_of_the_Life_of_Frederick_Douglass
Harry Potter and the Deathly Hallows,Harry Potter #7,['J.K. Rowling'],0747591059,"['Fantasy', 'Young Adult', 'Fiction', 'Magic', 'Childrens', 'Adventure', 'Audiobook', 'Middle Grade', 'Classics', 'Science Fiction Fantasy']","It's no longer safe for Harry at Hogwarts, so he and his best friends, Ron and Hermione, are on the run. Professor Dumbledore has given them clues about what they need to do to defeat the dark wizard, Lord Voldemort, once and for all, but it's up to them to figure out what these hints and suggestions really mean. Their cross-country odyssey has them searching desperately for the answers, while evading capture or death at every turn. At the same time, their friendship, fortitude, and sense of right and wrong are tested in ways they never could have imagined. The ultimate battle between good and evil that closes out this final chapter of the epic series takes place where Harry's Wizarding life began: at Hogwarts. The satisfying conclusion offers shocking last-minute twists, incredible acts of courage, powerful new forms of magic, and the resolution of many mysteries. Above all, this intense, cathartic book serves as a clear statement of the message at the heart of the Harry Potter series: that choice matters much more than destiny, and that love will always triumph over death.",759,2007,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1474171184l/136251._SY475_.jpg,"3,111,326",4.61,https://www.goodreads.com/book/show/36529.Narrative_of_the_Life_of_Frederick_Douglass
The Kite Runner,,['Khaled Hosseini'],0747566534,"['Fiction', 'Historical', 'Historical Fiction', 'Contemporary', 'Classics', 'Novels', 'Adult', 'Literature', 'Adult Fiction', 'Drama']","The unforgettable, heartbreaking story of the unlikely friendship between a wealthy boy and the son of his father’s servant, The Kite Runner is a beautifully crafted novel set in a country that is in the process of being destroyed. It is about the power of reading, the price of betrayal, and the possibility of redemption; and an exploration of the power of fathers over sons—their love, their sacrifices, their lies.A sweeping story of family, love, and friendship told against the devastating backdrop of the history of Afghanistan over the last thirty years, The Kite Runner is an unusual and powerful novel that has become a beloved, one-of-a-kind classic.--khaledhosseini.com",371,2003,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1579036753l/77203._SY475_.jpg,"2,659,119",4.32,https://www.goodreads.com/book/show/36529.Narrative_of_the_Life_of_Frederick_Douglass
The Giver,The Giver  #1,['Lois Lowry'],9780385732550,"['Young Adult', 'Fiction', 'Classics', 'Science Fiction', 'Dystopia', 'Fantasy', 'Academic', 'School', 'Childrens', 'Middle Grade', 'Read For School']","The Giver, the 1994 Newbery Medal winner, has become one of the most influential novels of our time. The haunting story centers on twelve-year-old Jonas, who lives in a seemingly ideal, if colorless, world of conformity and contentment. Not until he is given his life assignment as the Receiver of Memory does he begin to understand the dark, complex secrets behind his fragile community. This movie tie-in edition features cover art from the movie and exclusive Q&A with members of the cast, including Taylor Swift, Brenton Thwaites and Cameron Monaghan.",208,1993,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1342493368l/3636.jpg,"2,004,886",4.13,https://www.goodreads.com/book/show/36529.Narrative_of_the_Life_of_Frederick_Douglass
,None,None,,[],None,None,1964,,,,,https://www.goodreads.com/book/show/36529.Narrative_of_the_Life_of_Frederick_Douglass
1984,,['George Orwell'],0141036141,"['Classics', 'Fiction', 'Science Fiction', 'Dystopia', 'Literature', 'Novels', 'Politics', 'Academic', 'School', 'Fantasy', 'Adult']","Among the seminal texts of the 20th century,Nineteen Eighty-Fouris a rare work that grows more haunting as its futuristic purgatory becomes more real. Published in 1949, the book offers political satirist George Orwell's nightmarish vision of a totalitarian, bureaucratic world and one poor stiff's attempt to find individuality. The brilliance of the novel is Orwell's prescience of modern life—the ubiquity of television, the distortion of the language—and his ability to construct such a thorough version of hell. Required reading for students since it was published, it ranks among the most terrifying novels ever written.",298,1949,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1532714506l/40961427._SX318_.jpg,"3,597,305",4.19,https://www.goodreads.com/book/show/36529.Narrative_of_the_Life_of_Frederick_Douglass
Charlotte's Web,,"['E.B. White', 'Garth Williams', 'Rosemary Wells']",9780064410939,"['Classics', 'Childrens', 'Fiction', 'Young Adult', 'Fantasy', 'Animals', 'Middle Grade', 'Academic', 'School', 'Juvenile', 'Chapter Books']","This beloved book by E. B. White, author ofStuart LittleandThe Trumpet of the Swan, is a classic of children's literature that is ""just about perfect."" This high-quality paperback features vibrant illustrations colorized by Rosemary Wells!Some Pig. Humble. Radiant. These are the words in Charlotte's Web, high up in Zuckerman's barn. Charlotte's spiderweb tells of her feelings for a little pig named Wilbur, who simply wants a friend. They also express the love of a girl named Fern, who saved Wilbur's life when he was born the runt of his litter.E. B. White's Newbery Honor Book is a tender novel of friendship, love, life, and death that will continue to be enjoyed by generations to come. This edition contains newly color illustrations by Garth Williams, the acclaimed illustrator of E. B. White'sStuart Littleand Laura Ingalls Wilder's Little House series, among many other books.",184,1952,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1628267712l/24178._SY475_.jpg,"1,564,575",4.18,https://www.goodreads.com/book/show/36529.Narrative_of_the_Life_of_Frederick_Douglass
The Hunger Games,The Hunger Games #1,['Suzanne Collins'],9780439023481,"['Young Adult', 'Fiction', 'Science Fiction', 'Dystopia', 'Fantasy', 'Romance', 'Adventure', 'Teen', 'Apocalyptic', 'Post Apocalyptic', 'Action']","Could you survive on your own in the wild, with every one out to make sure you don't live to see the morning?In the ruins of a place once known as North America lies the nation of Panem, a shining Capitol surrounded by twelve outlying districts. The Capitol is harsh and cruel and keeps the districts in line by forcing them all to send one boy and one girl between the ages of twelve and eighteen to participate in the annual Hunger Games, a fight to the death on live TV.Sixteen-year-old Katniss Everdeen, who lives alone with her mother and younger sister, regards it as a death sentence when she steps forward to take her sister's place in the Games. But Katniss has been close to dead before—and survival, for her, is second nature. Without really meaning to, she becomes a contender. But if she is to win, she will have to start making choices that weight survival against humanity and life against love.",374,2008,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1586722975l/2767052.jpg,"7,038,661",4.32,https://www.goodreads.com/book/show/36529.Narrative_of_the_Life_of_Frederick_Douglass
Little Women,Little Women #1,['Louisa May Alcott'],9780451529305,"['Classics', 'Fiction', 'Historical', 'Historical Fiction', 'Young Adult', 'Romance', 'Literature', 'Childrens', 'Classic Literature', 'Audiobook']","Generations of readers young and old, male and female, have fallen in love with the March sisters of Louisa May Alcott’s most popular and enduring novel,Little Women. Here are talented tomboy and author-to-be Jo, tragically frail Beth, beautiful Meg, and romantic, spoiled Amy, united in their devotion to each other and their struggles to survive in New England during the Civil War.It is no secret that Alcott basedLittle Womenon her own early life. While her father, the freethinking reformer and abolitionist Bronson Alcott, hobnobbed with such eminent male authors as Emerson, Thoreau, and Hawthorne, Louisa supported herself and her sisters with ""woman’s work,” including sewing, doing laundry, and acting as a domestic servant. But she soon discovered she could make more money writing.Little Womenbrought her lasting fame and fortune, and far from being the ""girl’s book” her publisher requested, it explores such timeless themes as love and death, war and peace, the conflict between personal ambition and family responsibilities, and the clash of cultures between Europe and America.",449,1869,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1562690475l/1934._SY475_.jpg,"1,849,744",4.11,https://www.goodreads.com/book/show/36529.Narrative_of_the_Life_of_Frederick_Douglass
"The Hobbit, or There and Back Again",Middle-earth Universe,"['J.R.R. Tolkien', 'Douglas A. Anderson']",9780618260300,"['Fantasy', 'Classics', 'Fiction', 'Adventure', 'Young Adult', 'Science Fiction Fantasy', 'High Fantasy', 'Childrens', 'Epic Fantasy', 'Novels']","In a hole in the ground there lived a hobbit. Not a nasty, dirty, wet hole, filled with the ends of worms and an oozy smell, nor yet a dry, bare, sandy hole with nothing in it to sit down on or to eat: it was a hobbit-hole, and that means comfort.Written for J.R.R. Tolkien’s own children, The Hobbit met with instant critical acclaim when it was first published in 1937. Now recognized as a timeless classic, this introduction to the hobbit Bilbo Baggins, the wizard Gandalf, Gollum, and the spectacular world of Middle-earth recounts of the adventures of a reluctant hero, a powerful and dangerous ring, and the cruel dragon Smaug the Magnificent. The text in this 372-page paperback edition is based on that first published in Great Britain by Collins Modern Classics (1998), and includes a note on the text by Douglas A. Anderson (2001).",366,1937,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1546071216l/5907.jpg,"3,210,009",4.28,https://www.goodreads.com/book/show/36529.Narrative_of_the_Life_of_Frederick_Douglass
Of Mice and Men,,['John Steinbeck'],9780142000670,"['Classics', 'Fiction', 'Academic', 'School', 'Historical', 'Historical Fiction', 'Literature', 'Read For School', 'Novels', 'Young Adult', 'High School', 'American', 'Classic Literature']","An intimate portrait of two men who cherish the slim bond between them and the dream they share in a world marred by petty tyranny, misunderstanding, jealousy, and callousness. Clinging to each other in their loneliness and alienation, George and his simple-minded friend Lennie dream, as drifters will, of a place to call their own—a couple of acres and a few pigs, chickens, and rabbits back in Hill Country where land is cheap. But after they come to work on a ranch in the fertile Salinas Valley of California, their hopes, like ""the best laid schemes o' mice an' men,"" begin to go awry.Of Mice and Men also represents an experiment in form, as Steinbeck described his work, ""a kind of playable novel, written in novel form but so scened and set that it can be played as it stands."" A rarity in American letters, it achieved remarkable success as a novel, a Broadway play, and three acclaimed films. Steinbeck's tale of commitment, loneliness, hope, and loss remains one of America's most widely read and beloved novels.--front flap",103,1937,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1511302904l/890._SX318_.jpg,"2,124,521",3.88,https://www.goodreads.com/book/show/36529.Narrative_of_the_Life_of_Frederick_Douglass
Green Eggs and Ham,,['Dr. Seuss'],9780394800165,"['Childrens', 'Picture Books', 'Classics', 'Fiction', 'Poetry', 'Fantasy', 'Humor', 'Kids', 'Food and Drink', 'Food', 'Young Adult']","“Do you like green eggs and ham?” asks Sam-I-am in this Beginner Book by Dr. Seuss. In a house or with a mouse? In a boat or with a goat? On a train or in a tree? Sam keeps asking persistently. With unmistakable characters and signature rhymes, Dr. Seuss’s beloved favorite has cemented its place as a children’s classic. In this most famous of cumulative tales, the list of places to enjoy green eggs and ham, and friends to enjoy them with, gets longer and longer. Follow Sam-I-am as he insists that this unusual treat is indeed a delectable snack to be savored everywhere and in every way.Originally created by Dr. Seuss, Beginner Books encourage children to read all by themselves, with simple words and illustrations that give clues to their meaning.",64,1960,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1468680100l/23772.jpg,"682,065",4.29,https://www.goodreads.com/book/show/36529.Narrative_of_the_Life_of_Frederick_Douglass
1984,,"['George Orwell', 'Marcelo Pen', 'Erich Fromm', 'Amazing Améziane', 'Regina Silveira', 'Harald Sachse', 'Golo Mann', 'Irving Howe', 'Raymond Williams', 'Thomas Pynchon', 'Homi K. Bhabha', 'Martha C. Nussbaum', 'Bernard Crick', 'George Packer']",0141036141,"['Classics', 'Fiction', 'Science Fiction', 'Dystopia', 'Literature', 'Novels', 'Politics', 'Academic', 'School', 'Fantasy', 'Adult']","The year 1984 has come and gone, but George Orwell's prophetic, nightmarish vision in 1949 of the world we were becoming is timelier than ever.1984is still the great modern classic of ""negative utopia""—a startlingly original and haunting novel that creates an imaginary world that is completely convincing, from the first sentence to the last four words. No one can deny the novel's hold on the imaginations of whole generations, or the power of its admonitions—a power that seems to grow, not lessen, with the passage of time.",328,1949,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348990566l/5470.jpg,"3,597,305",4.19,https://www.goodreads.com/book/show/36529.Narrative_of_the_Life_of_Frederick_Douglass
Fahrenheit 451,,['Ray Bradbury'],0307347974,"['Classics', 'Fiction', 'Science Fiction', 'Dystopia', 'Academic', 'School', 'Literature', 'Novels', 'Fantasy', 'Adult', 'Audiobook']","Sixty years after its original publication, Ray Bradbury’s internationally acclaimed novel Fahrenheit 451 stands as a classic of world literature set in a bleak, dystopian future. Today its message has grown more relevant than ever before.Guy Montag is a fireman. His job is to destroy the most illegal of commodities, the printed book, along with the houses in which they are hidden. Montag never questions the destruction and ruin his actions produce, returning each day to his bland life and wife, Mildred, who spends all day with her television “family.” But when he meets an eccentric young neighbor, Clarisse, who introduces him to a past where people didn’t live in fear and to a present where one sees the world through the ideas in books instead of the mindless chatter of television, Montag begins to question everything he has ever known.",194,1953,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1383718290l/13079982.jpg,"1,913,060",3.98,https://www.goodreads.com/book/show/36529.Narrative_of_the_Life_of_Frederick_Douglass
Harry Potter and the Prisoner of Azkaban,Harry Potter #3,"['J.K. Rowling', 'Mary GrandPré']",9780439655484,"['Fantasy', 'Young Adult', 'Fiction', 'Magic', 'Childrens', 'Middle Grade', 'Adventure', 'Audiobook', 'Classics', 'Science Fiction Fantasy']","For twelve long years, the dread fortress of Azkaban held an infamous prisoner named Sirius Black. Convicted of killing thirteen people with a single curse, he was said to be the heir apparent to the Dark Lord, Voldemort.Now he has escaped, leaving only two clues as to where he might be headed: Harry Potter's defeat of You-Know-Who was Black's downfall as well. And the Azkaban guards heard Black muttering in his sleep, ""He's at Hogwarts . . . he's at Hogwarts.""Harry Potter isn't safe, not even within the walls of his magical school, surrounded by his friends. Because on top of it all, there may well be a traitor in their midst.",435,1999,English,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1630547330l/5._SY475_.jpg,"3,223,918",4.57,https://www.goodreads.com/book/show/36529.Narrative_of_the_Life_of_Frederick_Douglass
,None,None,,[],None,None,1871,,,,,https://www.goodreads.com/book/show/36529.Narrative_of_the_Life_of_Frederick_Douglass
,None,None,,[],None,None,1847,,,,,https://www.goodreads.com/book/show/36529.Narrative_of_the_Life_of_Frederick_Douglass
